LEVEL3_NAM,species,genus,family,order,Fleshy,Megafauna,L,A
Brazil West-Central,Miconia petropolitana,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil South,Miconia petropolitana,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Miconia phaeophylla,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Miconia poeppigii,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Miconia prancei,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil South,Miconia prasina,Miconia,Melastomataceae,Myrtales,y,0,,
Mexico Southeast,Miconia prasina,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Miconia prasina,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Miconia pubipetala,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Miconia punctata,Miconia,Melastomataceae,Myrtales,y,0,,
Mexico Southeast,Miconia punctata,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil South,Miconia pusilliflora,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Miconia pyrifolia,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil South,Miconia racemifera,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil South,Miconia ramboi,Miconia,Melastomataceae,Myrtales,y,0,,
Mexico Southeast,Miconia reducens,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Miconia regelii,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Miconia rimachii,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Miconia rubiginosa,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Miconia ruficalyx,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Miconia sellowiana,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil South,Miconia sellowiana,Miconia,Melastomataceae,Myrtales,y,0,,
Mexico Southeast,Miconia serrulata,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Miconia serrulata,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Miconia spennerostachya,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Miconia splendens,Miconia,Melastomataceae,Myrtales,y,0,,
Mexico Southeast,Miconia splendens,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil South,Miconia staminea,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Miconia staminea,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Miconia stellulata,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Miconia stenostachya,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil South,Miconia stenostachya,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Miconia tetragona,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Miconia tetrasperma,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Miconia tetraspermoides,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil South,Miconia theizans,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Miconia theizans,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Miconia tiliifolia,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Miconia tomentosa,Miconia,Melastomataceae,Myrtales,y,0,,
Mexico Southeast,Miconia tomentosa,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Miconia traillii,Miconia,Melastomataceae,Myrtales,y,0,,
Mexico Southeast,Miconia trinervia,Miconia,Melastomataceae,Myrtales,y,0,,
Mexico Southeast,Miconia triplinervis,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil South,Miconia tristis,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil South,Miconia valtheri,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil South,Miconia willdenowii,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Miconia woytkowskii,Miconia,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Mouriri acutiflora,Mouriri,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Mouriri apiranga,Mouriri,Melastomataceae,Myrtales,y,0,,
Brazil South,Mouriri chamissoana,Mouriri,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Mouriri collocarpa,Mouriri,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Mouriri dimorphandra,Mouriri,Melastomataceae,Myrtales,y,0,,
Mexico Southeast,Mouriri exilis,Mouriri,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Mouriri gardneri,Mouriri,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Mouriri glazioviana,Mouriri,Melastomataceae,Myrtales,y,0,,
Mexico Southeast,Mouriri gleasoniana,Mouriri,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Mouriri guianensis,Mouriri,Melastomataceae,Myrtales,y,0,,
Mexico Southeast,Mouriri muelleri,Mouriri,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Mouriri myrtifolia,Mouriri,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Mouriri myrtilloides,Mouriri,Melastomataceae,Myrtales,y,0,,
Mexico Southeast,Mouriri myrtilloides,Mouriri,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Mouriri nervosa,Mouriri,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Mouriri nigra,Mouriri,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Mouriri oligantha,Mouriri,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Mouriri pranceana,Mouriri,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Mouriri pusa,Mouriri,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Mouriri sagotiana,Mouriri,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Mouriri sideroxylon,Mouriri,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Mouriri subumbellata,Mouriri,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Mouriri trunciflora,Mouriri,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Mouriri vernicosa,Mouriri,Melastomataceae,Myrtales,y,0,,
Brazil South,Ossaea angustifolia,Ossaea,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Ossaea marginata,Ossaea,Melastomataceae,Myrtales,y,0,,
Brazil South,Ossaea marginata,Ossaea,Melastomataceae,Myrtales,y,0,,
Brazil South,Pleroma caissara,Pleroma,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Pleroma candolleanum,Pleroma,Melastomataceae,Myrtales,y,0,,
Brazil South,Pleroma fothergillii,Pleroma,Melastomataceae,Myrtales,y,0,,
Brazil South,Pleroma mutabilis,Pleroma,Melastomataceae,Myrtales,y,0,,
Brazil South,Pleroma stenocarpa,Pleroma,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Pleroma stenocarpa,Pleroma,Melastomataceae,Myrtales,y,0,,
Brazil South,Pleroma trichopoda,Pleroma,Melastomataceae,Myrtales,y,0,,
Mexico Southeast,Stanmarkia medialis,Stanmarkia,Melastomataceae,Myrtales,y,0,,
Brazil South,Tibouchina dusenii,Tibouchina,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Tibouchina papyrus,Tibouchina,Melastomataceae,Myrtales,y,0,,
Brazil South,Tibouchina pilosa,Tibouchina,Melastomataceae,Myrtales,y,0,,
Brazil South,Tibouchina pulchra,Tibouchina,Melastomataceae,Myrtales,y,0,,
Brazil South,Tibouchina regnellii,Tibouchina,Melastomataceae,Myrtales,y,0,,
Brazil South,Tibouchina reitzii,Tibouchina,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Tibouchina robusta,Tibouchina,Melastomataceae,Myrtales,y,0,,
Brazil South,Tibouchina sellowiana,Tibouchina,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Tococa coronata,Tococa,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Tococa guianensis,Tococa,Melastomataceae,Myrtales,y,0,,
Mexico Southeast,Tococa guianensis,Tococa,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Tococa subciliata,Tococa,Melastomataceae,Myrtales,y,0,,
Brazil South,Trembleya parviflora,Trembleya,Melastomataceae,Myrtales,y,0,,
Brazil West-Central,Trembleya parviflora,Trembleya,Melastomataceae,Myrtales,y,0,,
Brazil South,Cabralea canjerana,Cabralea,Meliaceae,Sapindales,y,0,,
Brazil West-Central,Cabralea canjerana,Cabralea,Meliaceae,Sapindales,y,0,,
Brazil West-Central,Cabralea polytricha,Cabralea,Meliaceae,Sapindales,y,0,,
Brazil West-Central,Cedrela fissilis,Cedrela,Meliaceae,Sapindales,n,0,,
Brazil South,Cedrela fissilis,Cedrela,Meliaceae,Sapindales,n,0,,
Mexico Southeast,Cedrela oaxacensis,Cedrela,Meliaceae,Sapindales,n,0,,
Brazil South,Cedrela odorata,Cedrela,Meliaceae,Sapindales,n,0,,
Brazil West-Central,Cedrela odorata,Cedrela,Meliaceae,Sapindales,n,0,,
Mexico Southeast,Cedrela odorata,Cedrela,Meliaceae,Sapindales,n,0,,
Mexico Southeast,Cedrela salvadorensis,Cedrela,Meliaceae,Sapindales,n,0,,
Mexico Southeast,Cedrela tonduzii,Cedrela,Meliaceae,Sapindales,n,0,,
Brazil West-Central,Guarea carinata,Guarea,Meliaceae,Sapindales,y,0,3.5,3.5
Brazil West-Central,Guarea convergens,Guarea,Meliaceae,Sapindales,y,0,3.5,3.5
Mexico Southeast,Guarea glabra,Guarea,Meliaceae,Sapindales,y,0,,
Brazil West-Central,Guarea gomma,Guarea,Meliaceae,Sapindales,y,0,,
Brazil South,Guarea guidonia,Guarea,Meliaceae,Sapindales,y,0,,
Brazil West-Central,Guarea guidonia,Guarea,Meliaceae,Sapindales,y,0,,
Mexico Southeast,Guarea guidonia,Guarea,Meliaceae,Sapindales,y,0,,
Mexico Southeast,Guarea kunthiana,Guarea,Meliaceae,Sapindales,y,0,,
Brazil West-Central,Guarea kunthiana,Guarea,Meliaceae,Sapindales,y,0,,
Brazil South,Guarea kunthiana,Guarea,Meliaceae,Sapindales,y,0,,
Brazil West-Central,Guarea macrophylla,Guarea,Meliaceae,Sapindales,y,0,,
Brazil South,Guarea macrophylla,Guarea,Meliaceae,Sapindales,y,0,,
Mexico Southeast,Guarea mexicana,Guarea,Meliaceae,Sapindales,y,0,,
Brazil West-Central,Guarea pubescens,Guarea,Meliaceae,Sapindales,y,0,,
Brazil West-Central,Guarea scabra,Guarea,Meliaceae,Sapindales,y,0,,
Brazil West-Central,Guarea silvatica,Guarea,Meliaceae,Sapindales,y,0,3,3
Mexico Southeast,Swietenia humilis,Swietenia,Meliaceae,Sapindales,n,0,,
Brazil West-Central,Swietenia macrophylla,Swietenia,Meliaceae,Sapindales,n,0,,
Mexico Southeast,Swietenia macrophylla,Swietenia,Meliaceae,Sapindales,n,0,,
Mexico Southeast,Trichilia americana,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil West-Central,Trichilia appendiculata,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil West-Central,Trichilia areolata,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil South,Trichilia casaretti,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil South,Trichilia catigua,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil West-Central,Trichilia catigua,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil West-Central,Trichilia cipo,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil West-Central,Trichilia claussenii,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil South,Trichilia claussenii,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil South,Trichilia elegans,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil West-Central,Trichilia elegans,Trichilia,Meliaceae,Sapindales,n,0,,
Mexico Southeast,Trichilia erythrocarpa,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil West-Central,Trichilia fasciculata,Trichilia,Meliaceae,Sapindales,n,0,,
Mexico Southeast,Trichilia glabra,Trichilia,Meliaceae,Sapindales,n,0,,
Mexico Southeast,Trichilia havanensis,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil West-Central,Trichilia hirta,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil South,Trichilia hirta,Trichilia,Meliaceae,Sapindales,n,0,,
Mexico Southeast,Trichilia hirta,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil West-Central,Trichilia inaequilatera,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil West-Central,Trichilia lecointei,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil South,Trichilia lepidota,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil West-Central,Trichilia lepidota,Trichilia,Meliaceae,Sapindales,n,0,,
Mexico Southeast,Trichilia martiana,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil West-Central,Trichilia martiana,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil West-Central,Trichilia micrantha,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil West-Central,Trichilia micropetala,Trichilia,Meliaceae,Sapindales,n,0,,
Mexico Southeast,Trichilia minutiflora,Trichilia,Meliaceae,Sapindales,n,0,,
Mexico Southeast,Trichilia moschata,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil South,Trichilia pallens,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil South,Trichilia pallida,Trichilia,Meliaceae,Sapindales,n,0,,
Mexico Southeast,Trichilia pallida,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil West-Central,Trichilia pallida,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil West-Central,Trichilia pleeana,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil South,Trichilia pseudostipularis,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil West-Central,Trichilia quadrijuga,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil West-Central,Trichilia rubra,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil West-Central,Trichilia schomburgkii,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil West-Central,Trichilia septentrionalis,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil West-Central,Trichilia silvatica,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil South,Trichilia silvatica,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil West-Central,Trichilia singularis,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil West-Central,Trichilia solitudinis,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil West-Central,Trichilia stellato,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil South,Trichilia tetrapetala,Trichilia,Meliaceae,Sapindales,n,0,,
Mexico Southeast,Trichilia trifolia,Trichilia,Meliaceae,Sapindales,n,0,,
Brazil West-Central,Abuta grandifolia,Abuta,Menispermaceae,Ranunculales,y,0,,
Brazil West-Central,Abuta sandwithiana,Abuta,Menispermaceae,Ranunculales,y,0,,
Mexico Southeast,Hyperbaena mexicana,Hyperbaena,Menispermaceae,Ranunculales,y,0,,
Mexico Southeast,Hyperbaena winzerlingii,Hyperbaena,Menispermaceae,Ranunculales,y,0,,
Brazil West-Central,Emmotum floribundum,Emmotum,Metteniusaceae,Metteniusales,y,0,,
Brazil West-Central,Emmotum nitens,Emmotum,Metteniusaceae,Metteniusales,y,0,,
Brazil West-Central,Emmotum orbiculatum,Emmotum,Metteniusaceae,Metteniusales,y,0,,
Mexico Southeast,Oecopetalum mexicanum,Oecopetalum,Metteniusaceae,Metteniusales,y,0,,
Mexico Southeast,Ottoschulzia pallida,Ottoschulzia,Metteniusaceae,Metteniusales,y,0,,
Brazil South,Hennecartia omphalandra,Hennecartia,Monimiaceae,Laurales,n,0,,
Brazil West-Central,Macropeplus ligustrinus,Macropeplus,Monimiaceae,Laurales,y,0,,
Brazil South,Mollinedia acutissima,Mollinedia,Monimiaceae,Laurales,y,0,,
Brazil West-Central,Mollinedia argyrogyna,Mollinedia,Monimiaceae,Laurales,y,0,,
Brazil South,Mollinedia argyrogyna,Mollinedia,Monimiaceae,Laurales,y,0,,
Brazil South,Mollinedia blumenaviana,Mollinedia,Monimiaceae,Laurales,y,0,,
Brazil West-Central,Mollinedia blumenaviana,Mollinedia,Monimiaceae,Laurales,y,0,,
Brazil South,Mollinedia boracensis,Mollinedia,Monimiaceae,Laurales,y,0,,
Brazil South,Mollinedia calodonta,Mollinedia,Monimiaceae,Laurales,y,0,,
Brazil South,Mollinedia clavigera,Mollinedia,Monimiaceae,Laurales,y,0,,
Brazil South,Mollinedia elegans,Mollinedia,Monimiaceae,Laurales,y,0,,
Brazil South,Mollinedia eugeniifolia,Mollinedia,Monimiaceae,Laurales,y,0,,
Brazil South,Mollinedia fruticulosa,Mollinedia,Monimiaceae,Laurales,y,0,,
Brazil South,Mollinedia howeana,Mollinedia,Monimiaceae,Laurales,y,0,,
Brazil South,Mollinedia luizae,Mollinedia,Monimiaceae,Laurales,y,0,,
Brazil South,Mollinedia oligantha,Mollinedia,Monimiaceae,Laurales,y,0,,
Brazil West-Central,Mollinedia ovata,Mollinedia,Monimiaceae,Laurales,y,0,,
Mexico Southeast,Mollinedia pallida,Mollinedia,Monimiaceae,Laurales,y,0,,
Brazil South,Mollinedia schottiana,Mollinedia,Monimiaceae,Laurales,y,0,,
Brazil South,Mollinedia triflora,Mollinedia,Monimiaceae,Laurales,y,0,,
Brazil South,Mollinedia uleana,Mollinedia,Monimiaceae,Laurales,y,0,,
Mexico Southeast,Mollinedia viridiflora,Mollinedia,Monimiaceae,Laurales,y,0,,
Brazil South,Mollinedia widgrenii,Mollinedia,Monimiaceae,Laurales,y,0,,
Brazil West-Central,Mollinedia widgrenii,Mollinedia,Monimiaceae,Laurales,y,0,,
Chile Central,Peumus boldus,Peumus,Monimiaceae,Laurales,y,0,,
Brazil West-Central,Bagassa guianensis,Bagassa,Moraceae,Rosales,n,0,,
Brazil West-Central,Batocarpus amazonicus,Batocarpus,Moraceae,Rosales,y,0,20,1
Brazil West-Central,Brosimum acutifolium,Brosimum,Moraceae,Rosales,y,0,,
Mexico Southeast,Brosimum alicastrum,Brosimum,Moraceae,Rosales,y,0,,
Brazil West-Central,Brosimum alicastrum,Brosimum,Moraceae,Rosales,y,0,,
Mexico Southeast,Brosimum costaricanum,Brosimum,Moraceae,Rosales,y,0,,
Brazil South,Brosimum glaziovii,Brosimum,Moraceae,Rosales,y,0,,
Brazil West-Central,Brosimum guianense,Brosimum,Moraceae,Rosales,y,0,,
Mexico Southeast,Brosimum guianense,Brosimum,Moraceae,Rosales,y,0,,
Brazil South,Brosimum guianense,Brosimum,Moraceae,Rosales,y,0,,
Brazil South,Brosimum lactescens,Brosimum,Moraceae,Rosales,y,0,,
Brazil West-Central,Brosimum lactescens,Brosimum,Moraceae,Rosales,y,0,,
Brazil West-Central,Brosimum parinarioides,Brosimum,Moraceae,Rosales,y,0,,
Brazil West-Central,Brosimum potabile,Brosimum,Moraceae,Rosales,y,0,,
Brazil West-Central,Brosimum rubescens,Brosimum,Moraceae,Rosales,y,0,,
Brazil West-Central,Brosimum utile,Brosimum,Moraceae,Rosales,y,0,,
Brazil West-Central,Castilla ulei,Castilla,Moraceae,Rosales,y,0,,
Brazil West-Central,Clarisia biflora,Clarisia,Moraceae,Rosales,y,0,,
Mexico Southeast,Clarisia biflora,Clarisia,Moraceae,Rosales,y,0,,
Brazil West-Central,Clarisia ilicifolia,Clarisia,Moraceae,Rosales,y,0,,
Brazil West-Central,Clarisia racemosa,Clarisia,Moraceae,Rosales,y,0,,
Brazil South,Ficus adhatodifolia,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus adhatodifolia,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus albert,Ficus,Moraceae,Rosales,y,0,,
Mexico Southeast,Ficus americana,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus americana,Ficus,Moraceae,Rosales,y,0,,
Brazil South,Ficus americana,Ficus,Moraceae,Rosales,y,0,,
Mexico Southeast,Ficus apollinaris,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus aripuanensis,Ficus,Moraceae,Rosales,y,0,,
Mexico Southeast,Ficus aurea,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus bahiensis,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus bonijesulapensis,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus broadwayi,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus caballina,Ficus,Moraceae,Rosales,y,0,,
Mexico Southeast,Ficus cahuitensis,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus calyptroceras,Ficus,Moraceae,Rosales,y,0,,
Brazil South,Ficus calyptroceras,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus carautana,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus catappifolia,Ficus,Moraceae,Rosales,y,0,,
Brazil South,Ficus cestrifolia,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus christianii,Ficus,Moraceae,Rosales,y,0,,
Mexico Southeast,Ficus citrifolia,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus citrifolia,Ficus,Moraceae,Rosales,y,0,,
Brazil South,Ficus citrifolia,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus coerulescens,Ficus,Moraceae,Rosales,y,0,,
Mexico Southeast,Ficus colubrinae,Ficus,Moraceae,Rosales,y,0,,
Mexico Southeast,Ficus costaricana,Ficus,Moraceae,Rosales,y,0,,
Mexico Southeast,Ficus cotinifolia,Ficus,Moraceae,Rosales,y,0,,
Mexico Southeast,Ficus crassinervia,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus cremersii,Ficus,Moraceae,Rosales,y,0,,
Brazil South,Ficus crocata,Ficus,Moraceae,Rosales,y,0,,
Mexico Southeast,Ficus crocata,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus crocata,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus donnell,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus duckeana,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus enormis,Ficus,Moraceae,Rosales,y,0,,
Brazil South,Ficus enormis,Ficus,Moraceae,Rosales,y,0,,
Brazil South,Ficus ernanii,Ficus,Moraceae,Rosales,y,0,,
Brazil South,Ficus eximia,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus eximia,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus goiana,Ficus,Moraceae,Rosales,y,0,,
Brazil South,Ficus gomelleira,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus gomelleira,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus hatschbachii,Ficus,Moraceae,Rosales,y,0,,
Mexico Southeast,Ficus insipida,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus insipida,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus krukovii,Ficus,Moraceae,Rosales,y,0,,
Brazil South,Ficus lagoensis,Ficus,Moraceae,Rosales,y,0,,
Brazil South,Ficus luschnathiana,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus luschnathiana,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus malacocarpa,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus matiziana,Ficus,Moraceae,Rosales,y,0,,
Mexico Southeast,Ficus maxima,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus maxima,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus nymphaeifolia,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus obtusifolia,Ficus,Moraceae,Rosales,y,0,,
Mexico Southeast,Ficus obtusifolia,Ficus,Moraceae,Rosales,y,0,,
Brazil South,Ficus obtusifolia,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus obtusiuscula,Ficus,Moraceae,Rosales,y,0,,
Brazil South,Ficus obtusiuscula,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus pakkensis,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus pallida,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus paraensis,Ficus,Moraceae,Rosales,y,0,,
Brazil South,Ficus pertusa,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus pertusa,Ficus,Moraceae,Rosales,y,0,,
Mexico Southeast,Ficus pertusa,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus piresiana,Ficus,Moraceae,Rosales,y,0,,
Mexico Southeast,Ficus popenoei,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus pulchella,Ficus,Moraceae,Rosales,y,0,,
Brazil South,Ficus pulchella,Ficus,Moraceae,Rosales,y,0,,
Mexico Southeast,Ficus schippii,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus schumacheri,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Ficus trigona,Ficus,Moraceae,Rosales,y,0,,
Mexico Southeast,Ficus turrialbana,Ficus,Moraceae,Rosales,y,0,,
Mexico Southeast,Ficus velutina,Ficus,Moraceae,Rosales,y,0,,
Mexico Southeast,Ficus yoponensis,Ficus,Moraceae,Rosales,y,0,,
Brazil West-Central,Helianthostylis sprucei,Helianthostylis,Moraceae,Rosales,y,0,,
Brazil West-Central,Helicostylis elegans,Helicostylis,Moraceae,Rosales,y,0,,
Brazil West-Central,Helicostylis pedunculata,Helicostylis,Moraceae,Rosales,y,0,,
Brazil West-Central,Helicostylis scabra,Helicostylis,Moraceae,Rosales,y,0,,
Brazil West-Central,Helicostylis tomentosa,Helicostylis,Moraceae,Rosales,y,0,,
Mexico Southeast,Maclura tinctoria,Maclura,Moraceae,Rosales,y,0,,
Brazil South,Maclura tinctoria,Maclura,Moraceae,Rosales,y,0,,
Brazil West-Central,Maclura tinctoria,Maclura,Moraceae,Rosales,y,0,,
Brazil West-Central,Maquira calophylla,Maquira,Moraceae,Rosales,y,0,3,2
Brazil West-Central,Maquira coriacea,Maquira,Moraceae,Rosales,y,0,,
Brazil West-Central,Maquira guianensis,Maquira,Moraceae,Rosales,y,0,,
Brazil West-Central,Maquira sclerophylla,Maquira,Moraceae,Rosales,y,0,,
Mexico Southeast,Morus celtidifolia,Morus,Moraceae,Rosales,y,0,,
Mexico Southeast,Morus insignis,Morus,Moraceae,Rosales,y,0,,
Brazil West-Central,Naucleopsis caloneura,Naucleopsis,Moraceae,Rosales,y,0,,
Brazil West-Central,Naucleopsis concinna,Naucleopsis,Moraceae,Rosales,y,0,3,3
Brazil West-Central,Naucleopsis glabra,Naucleopsis,Moraceae,Rosales,y,0,,
Brazil West-Central,Naucleopsis inaequalis,Naucleopsis,Moraceae,Rosales,y,0,,
Brazil West-Central,Naucleopsis macrophylla,Naucleopsis,Moraceae,Rosales,y,0,,
Brazil West-Central,Naucleopsis stipularis,Naucleopsis,Moraceae,Rosales,y,0,,
Brazil West-Central,Perebea guianensis,Perebea,Moraceae,Rosales,y,0,,
Brazil West-Central,Perebea mollis,Perebea,Moraceae,Rosales,y,0,,
Brazil West-Central,Perebea rubra,Perebea,Moraceae,Rosales,y,0,,
Mexico Southeast,Poulsenia armata,Poulsenia,Moraceae,Rosales,y,0,,
Mexico Southeast,Pseudolmedia glabrata,Pseudolmedia,Moraceae,Rosales,y,0,,
Brazil South,Pseudolmedia hirtula,Pseudolmedia,Moraceae,Rosales,y,0,,
