LEVEL3_NAM,species,genus,family,order,Fleshy,Megafauna,L,A
Brazil South,Casearia catharinensis,Casearia,Salicaceae,Malpighiales,y,0,3,3
Brazil West-Central,Casearia combaymensis,Casearia,Salicaceae,Malpighiales,y,0,,
Brazil West-Central,Casearia commersoniana,Casearia,Salicaceae,Malpighiales,y,0,,
Mexico Southeast,Casearia commersoniana,Casearia,Salicaceae,Malpighiales,y,0,,
Mexico Southeast,Casearia corymbosa,Casearia,Salicaceae,Malpighiales,y,0,,
Brazil West-Central,Casearia cotticensis,Casearia,Salicaceae,Malpighiales,y,0,,
Brazil South,Casearia decandra,Casearia,Salicaceae,Malpighiales,y,0,,
Brazil West-Central,Casearia decandra,Casearia,Salicaceae,Malpighiales,y,0,,
Brazil West-Central,Casearia duckeana,Casearia,Salicaceae,Malpighiales,y,0,,
Mexico Southeast,Casearia emarginata,Casearia,Salicaceae,Malpighiales,y,0,,
Brazil West-Central,Casearia gossypiosperma,Casearia,Salicaceae,Malpighiales,y,0,,
Brazil South,Casearia gossypiosperma,Casearia,Salicaceae,Malpighiales,y,0,,
Brazil West-Central,Casearia grandiflora,Casearia,Salicaceae,Malpighiales,y,0,,
Brazil West-Central,Casearia lasiophylla,Casearia,Salicaceae,Malpighiales,y,0,,
Brazil South,Casearia lasiophylla,Casearia,Salicaceae,Malpighiales,y,0,,
Brazil South,Casearia luetzelburgii,Casearia,Salicaceae,Malpighiales,y,0,,
Brazil South,Casearia mariquitensis,Casearia,Salicaceae,Malpighiales,y,0,,
Brazil West-Central,Casearia mariquitensis,Casearia,Salicaceae,Malpighiales,y,0,,
Brazil South,Casearia melliodora,Casearia,Salicaceae,Malpighiales,y,0,,
Brazil West-Central,Casearia murceana,Casearia,Salicaceae,Malpighiales,y,0,,
Brazil West-Central,Casearia negrensis,Casearia,Salicaceae,Malpighiales,y,0,,
Brazil South,Casearia obliqua,Casearia,Salicaceae,Malpighiales,y,0,,
Brazil West-Central,Casearia oblongifolia,Casearia,Salicaceae,Malpighiales,y,0,,
Brazil West-Central,Casearia obovalis,Casearia,Salicaceae,Malpighiales,y,0,,
Brazil South,Casearia paranaensis,Casearia,Salicaceae,Malpighiales,y,0,,
Brazil West-Central,Casearia pitumba,Casearia,Salicaceae,Malpighiales,y,0,,
Brazil West-Central,Casearia resinifera,Casearia,Salicaceae,Malpighiales,y,0,,
Brazil West-Central,Casearia rupestris,Casearia,Salicaceae,Malpighiales,y,0,,
Mexico Southeast,Casearia sanchezii,Casearia,Salicaceae,Malpighiales,y,0,,
Mexico Southeast,Casearia sylvestris,Casearia,Salicaceae,Malpighiales,y,0,,
Brazil West-Central,Casearia sylvestris,Casearia,Salicaceae,Malpighiales,y,0,,
Brazil South,Casearia sylvestris,Casearia,Salicaceae,Malpighiales,y,0,,
Mexico Southeast,Casearia tacanensis,Casearia,Salicaceae,Malpighiales,y,0,,
Brazil West-Central,Casearia tenuipilosa,Casearia,Salicaceae,Malpighiales,y,0,,
Brazil West-Central,Casearia ulmifolia,Casearia,Salicaceae,Malpighiales,y,0,,
Brazil West-Central,Hasseltia floribunda,Hasseltia,Salicaceae,Malpighiales,y,0,,
Mexico Southeast,Hasseltia guatemalensis,Hasseltia,Salicaceae,Malpighiales,y,0,,
Mexico Southeast,Hasseltiopsis dioica,Hasseltiopsis,Salicaceae,Malpighiales,y,0,,
Brazil West-Central,Homalium guianense,Homalium,Salicaceae,Malpighiales,n,0,,
Brazil West-Central,Homalium racemosum,Homalium,Salicaceae,Malpighiales,n,0,,
Brazil West-Central,Laetia americana,Laetia,Salicaceae,Malpighiales,y,0,,
Brazil West-Central,Laetia cupulata,Laetia,Salicaceae,Malpighiales,y,0,,
Brazil West-Central,Laetia procera,Laetia,Salicaceae,Malpighiales,y,0,,
Mexico Southeast,Lunania mexicana,Lunania,Salicaceae,Malpighiales,y,0,,
Brazil West-Central,Lunania parviflora,Lunania,Salicaceae,Malpighiales,y,0,,
Brazil West-Central,Neoptychocarpus apodanthus,Neoptychocarpus,Salicaceae,Malpighiales,n,0,,
Mexico Southeast,Pleuranthodendron lindenii,Pleuranthodendron,Salicaceae,Malpighiales,y,0,,
California,Populus balsamifera,Populus,Salicaceae,Malpighiales,n,0,,
Mexico Southeast,Populus fremontii,Populus,Salicaceae,Malpighiales,n,0,,
California,Populus fremontii,Populus,Salicaceae,Malpighiales,n,0,,
Mexico Southeast,Populus mexicana,Populus,Salicaceae,Malpighiales,n,0,,
California,Populus tremuloides,Populus,Salicaceae,Malpighiales,n,0,,
Brazil West-Central,Prockia crucis,Prockia,Salicaceae,Malpighiales,n,0,,
Mexico Southeast,Prockia crucis,Prockia,Salicaceae,Malpighiales,n,0,,
Brazil South,Prockia crucis,Prockia,Salicaceae,Malpighiales,n,0,,
Brazil West-Central,Ryania angustifolia,Ryania,Salicaceae,Malpighiales,n,0,,
Brazil West-Central,Ryania canescens,Ryania,Salicaceae,Malpighiales,n,0,,
Brazil West-Central,Ryania speciosa,Ryania,Salicaceae,Malpighiales,n,0,,
Mexico Southeast,Salix bonplandiana,Salix,Salicaceae,Malpighiales,n,0,,
Mexico Southeast,Salix caroliniana,Salix,Salicaceae,Malpighiales,n,0,,
Brazil South,Salix humboldtiana,Salix,Salicaceae,Malpighiales,n,0,,
Chile Central,Salix humboldtiana,Salix,Salicaceae,Malpighiales,n,0,,
Mexico Southeast,Salix humboldtiana,Salix,Salicaceae,Malpighiales,n,0,,
Brazil West-Central,Salix humboldtiana,Salix,Salicaceae,Malpighiales,n,0,,
Brazil South,Salix martiana,Salix,Salicaceae,Malpighiales,n,0,,
California,Salix nigra,Salix,Salicaceae,Malpighiales,n,0,,
Mexico Southeast,Salix taxifolia,Salix,Salicaceae,Malpighiales,n,0,,
Mexico Southeast,Samyda yucatanensis,Samyda,Salicaceae,Malpighiales,n,0,,
Brazil West-Central,Xylosma benthamii,Xylosma,Salicaceae,Malpighiales,y,0,,
Mexico Southeast,Xylosma chlorantha,Xylosma,Salicaceae,Malpighiales,y,0,,
Brazil West-Central,Xylosma ciliatifolia,Xylosma,Salicaceae,Malpighiales,y,0,,
Brazil South,Xylosma ciliatifolia,Xylosma,Salicaceae,Malpighiales,y,0,,
Mexico Southeast,Xylosma cinerea,Xylosma,Salicaceae,Malpighiales,y,0,,
Mexico Southeast,Xylosma flexuosa,Xylosma,Salicaceae,Malpighiales,y,0,,
Brazil South,Xylosma glaberrima,Xylosma,Salicaceae,Malpighiales,y,0,,
Mexico Southeast,Xylosma intermedia,Xylosma,Salicaceae,Malpighiales,y,0,,
Mexico Southeast,Xylosma oligandra,Xylosma,Salicaceae,Malpighiales,y,0,,
Mexico Southeast,Xylosma panamensis,Xylosma,Salicaceae,Malpighiales,y,0,,
Brazil South,Xylosma prockia,Xylosma,Salicaceae,Malpighiales,y,0,,
Mexico Southeast,Xylosma quichensis,Xylosma,Salicaceae,Malpighiales,y,0,,
Brazil South,Xylosma schroederi,Xylosma,Salicaceae,Malpighiales,y,0,,
Brazil South,Xylosma tweediana,Xylosma,Salicaceae,Malpighiales,y,0,,
Mexico Southeast,Xylosma velutina,Xylosma,Salicaceae,Malpighiales,y,0,,
Brazil West-Central,Xylosma venosa,Xylosma,Salicaceae,Malpighiales,y,0,,
Brazil South,Xylosma venosa,Xylosma,Salicaceae,Malpighiales,y,0,,
Mexico Southeast,Zuelania guidonia,Zuelania,Salicaceae,Malpighiales,y,0,,
California,Acer macrophyllum,Acer,Sapindaceae,Sapindales,n,0,,
California,Acer negundo,Acer,Sapindaceae,Sapindales,n,0,,
Mexico Southeast,Acer negundo,Acer,Sapindaceae,Sapindales,n,0,,
California,Aesculus californica,Aesculus,Sapindaceae,Sapindales,n,0,,
Mexico Southeast,Allophylus camptostachys,Allophylus,Sapindaceae,Sapindales,y,0,,
Mexico Southeast,Allophylus cominia,Allophylus,Sapindaceae,Sapindales,y,0,,
Brazil West-Central,Allophylus divaricatus,Allophylus,Sapindaceae,Sapindales,y,0,,
Brazil West-Central,Allophylus edulis,Allophylus,Sapindaceae,Sapindales,y,0,,
Brazil South,Allophylus edulis,Allophylus,Sapindaceae,Sapindales,y,0,,
Brazil West-Central,Allophylus glabratus,Allophylus,Sapindaceae,Sapindales,y,0,,
Brazil West-Central,Allophylus guaraniticus,Allophylus,Sapindaceae,Sapindales,y,0,,
Brazil South,Allophylus guaraniticus,Allophylus,Sapindaceae,Sapindales,y,0,,
Brazil South,Allophylus pauciflorus,Allophylus,Sapindaceae,Sapindales,y,0,,
Brazil West-Central,Allophylus pauciflorus,Allophylus,Sapindaceae,Sapindales,y,0,,
Brazil West-Central,Allophylus peruvianus,Allophylus,Sapindaceae,Sapindales,y,0,,
Brazil South,Allophylus petiolulatus,Allophylus,Sapindaceae,Sapindales,y,0,,
Brazil South,Allophylus puberulus,Allophylus,Sapindaceae,Sapindales,y,0,,
Brazil West-Central,Allophylus puberulus,Allophylus,Sapindaceae,Sapindales,y,0,,
Mexico Southeast,Allophylus punctatus,Allophylus,Sapindaceae,Sapindales,y,0,,
Brazil West-Central,Allophylus punctatus,Allophylus,Sapindaceae,Sapindales,y,0,,
Brazil West-Central,Allophylus racemosus,Allophylus,Sapindaceae,Sapindales,y,0,,
Brazil South,Allophylus semidentatus,Allophylus,Sapindaceae,Sapindales,y,0,,
Brazil West-Central,Allophylus semidentatus,Allophylus,Sapindaceae,Sapindales,y,0,,
Brazil West-Central,Allophylus strictus,Allophylus,Sapindaceae,Sapindales,y,0,,
Brazil West-Central,Averrhoidium paraguaiense,Averrhoidium,Sapindaceae,Sapindales,y,0,,
Mexico Southeast,Blomia prisca,Blomia,Sapindaceae,Sapindales,y,0,,
Mexico Southeast,Cupania belizensis,Cupania,Sapindaceae,Sapindales,n,0,,
Brazil West-Central,Cupania castaneifolia,Cupania,Sapindaceae,Sapindales,n,0,,
Brazil West-Central,Cupania cinerea,Cupania,Sapindaceae,Sapindales,n,0,,
Mexico Southeast,Cupania dentata,Cupania,Sapindaceae,Sapindales,n,0,,
Brazil West-Central,Cupania diphylla,Cupania,Sapindaceae,Sapindales,n,0,,
Mexico Southeast,Cupania glabra,Cupania,Sapindaceae,Sapindales,n,0,,
Mexico Southeast,Cupania guatemalensis,Cupania,Sapindaceae,Sapindales,n,0,,
Brazil West-Central,Cupania hispida,Cupania,Sapindaceae,Sapindales,n,0,,
Mexico Southeast,Cupania juglandifolia,Cupania,Sapindaceae,Sapindales,n,0,,
Brazil West-Central,Cupania macrostylis,Cupania,Sapindaceae,Sapindales,n,0,,
Mexico Southeast,Cupania mollis,Cupania,Sapindaceae,Sapindales,n,0,,
Brazil West-Central,Cupania oblongifolia,Cupania,Sapindaceae,Sapindales,n,0,,
Brazil South,Cupania oblongifolia,Cupania,Sapindaceae,Sapindales,n,0,,
Brazil West-Central,Cupania platycarpa,Cupania,Sapindaceae,Sapindales,n,0,,
Brazil West-Central,Cupania rubiginosa,Cupania,Sapindaceae,Sapindales,n,0,,
Mexico Southeast,Cupania rufescens,Cupania,Sapindaceae,Sapindales,n,0,,
Brazil West-Central,Cupania scrobiculata,Cupania,Sapindaceae,Sapindales,n,0,,
Mexico Southeast,Cupania scrobiculata,Cupania,Sapindaceae,Sapindales,n,0,,
Mexico Southeast,Cupania spectabilis,Cupania,Sapindaceae,Sapindales,n,0,,
Brazil South,Cupania tenuivalvis,Cupania,Sapindaceae,Sapindales,n,0,,
Brazil West-Central,Cupania tenuivalvis,Cupania,Sapindaceae,Sapindales,n,0,,
Brazil West-Central,Cupania vernalis,Cupania,Sapindaceae,Sapindales,n,0,,
Brazil South,Cupania vernalis,Cupania,Sapindaceae,Sapindales,n,0,,
Brazil South,Cupania zanthoxyloides,Cupania,Sapindaceae,Sapindales,n,0,,
Brazil West-Central,Diatenopteryx sorbifolia,Diatenopteryx,Sapindaceae,Sapindales,n,0,,
Brazil South,Diatenopteryx sorbifolia,Diatenopteryx,Sapindaceae,Sapindales,n,0,,
Brazil West-Central,Dilodendron bipinnatum,Dilodendron,Sapindaceae,Sapindales,y,0,,
Brazil West-Central,Diplokeleba floribunda,Diplokeleba,Sapindaceae,Sapindales,n,0,,
Mexico Southeast,Dodonaea viscosa,Dodonaea,Sapindaceae,Sapindales,n,0,,
Chile Central,Dodonaea viscosa,Dodonaea,Sapindaceae,Sapindales,n,0,,
Brazil South,Dodonaea viscosa,Dodonaea,Sapindaceae,Sapindales,n,0,,
Mexico Southeast,Exothea diphylla,Exothea,Sapindaceae,Sapindales,y,0,,
Mexico Southeast,Exothea paniculata,Exothea,Sapindaceae,Sapindales,y,0,,
Brazil West-Central,Magonia pubescens,Magonia,Sapindaceae,Sapindales,n,0,,
Brazil West-Central,Matayba adenanthera,Matayba,Sapindaceae,Sapindales,n,0,,
Brazil West-Central,Matayba arborescens,Matayba,Sapindaceae,Sapindales,n,0,,
Mexico Southeast,Matayba clavelligera,Matayba,Sapindaceae,Sapindales,n,0,,
Brazil South,Matayba cristae,Matayba,Sapindaceae,Sapindales,n,0,,
Brazil South,Matayba elaeagnoides,Matayba,Sapindaceae,Sapindales,n,0,,
Brazil West-Central,Matayba elaeagnoides,Matayba,Sapindaceae,Sapindales,n,0,,
Mexico Southeast,Matayba glaberrima,Matayba,Sapindaceae,Sapindales,n,0,,
Brazil South,Matayba guianensis,Matayba,Sapindaceae,Sapindales,n,0,,
Brazil West-Central,Matayba guianensis,Matayba,Sapindaceae,Sapindales,n,0,,
Brazil West-Central,Matayba heterophylla,Matayba,Sapindaceae,Sapindales,n,0,,
Brazil West-Central,Matayba inelegans,Matayba,Sapindaceae,Sapindales,n,0,,
Brazil South,Matayba intermedia,Matayba,Sapindaceae,Sapindales,n,0,,
Brazil West-Central,Matayba juglandifolia,Matayba,Sapindaceae,Sapindales,n,0,,
Brazil South,Matayba marginata,Matayba,Sapindaceae,Sapindales,n,0,,
Brazil South,Matayba obovata,Matayba,Sapindaceae,Sapindales,n,0,,
Mexico Southeast,Matayba oppositifolia,Matayba,Sapindaceae,Sapindales,n,0,,
Brazil West-Central,Matayba purgans,Matayba,Sapindaceae,Sapindales,n,0,,
Brazil West-Central,Matayba spruceana,Matayba,Sapindaceae,Sapindales,n,0,,
Mexico Southeast,Melicoccus bijugatus,Melicoccus,Sapindaceae,Sapindales,y,0,,
Brazil West-Central,Melicoccus lepidopetalus,Melicoccus,Sapindaceae,Sapindales,y,0,,
Mexico Southeast,Melicoccus oliviformis,Melicoccus,Sapindaceae,Sapindales,y,0,,
Brazil West-Central,Pseudima frutescens,Pseudima,Sapindaceae,Sapindales,n,0,,
Brazil West-Central,Sapindus saponaria,Sapindus,Sapindaceae,Sapindales,y,0,,
Brazil South,Sapindus saponaria,Sapindus,Sapindaceae,Sapindales,n,0,,
Mexico Southeast,Sapindus saponaria,Sapindus,Sapindaceae,Sapindales,n,0,,
Brazil West-Central,Talisia cerasina,Talisia,Sapindaceae,Sapindales,y,0,,
Brazil South,Talisia esculenta,Talisia,Sapindaceae,Sapindales,y,0,3,3
Brazil West-Central,Talisia esculenta,Talisia,Sapindaceae,Sapindales,y,0,3,3
Brazil West-Central,Talisia longifolia,Talisia,Sapindaceae,Sapindales,y,0,,
Brazil West-Central,Talisia macrophylla,Talisia,Sapindaceae,Sapindales,y,0,,
Brazil West-Central,Talisia mollis,Talisia,Sapindaceae,Sapindales,y,0,,
Brazil West-Central,Talisia obovata,Talisia,Sapindaceae,Sapindales,y,0,,
Brazil West-Central,Talisia retusa,Talisia,Sapindaceae,Sapindales,y,0,,
Brazil West-Central,Talisia subalbens,Talisia,Sapindaceae,Sapindales,y,0,,
Brazil West-Central,Talisia veraluciana,Talisia,Sapindaceae,Sapindales,y,0,,
Mexico Southeast,Thouinia acuminata,Thouinia,Sapindaceae,Sapindales,n,0,,
Mexico Southeast,Thouinia paucidentata,Thouinia,Sapindaceae,Sapindales,n,0,,
Mexico Southeast,Thouinia villosa,Thouinia,Sapindaceae,Sapindales,n,0,,
Mexico Southeast,Thouinidium decandrum,Thouinidium,Sapindaceae,Sapindales,n,0,,
Brazil West-Central,Toulicia crassifolia,Toulicia,Sapindaceae,Sapindales,n,0,,
Brazil West-Central,Toulicia reticulata,Toulicia,Sapindaceae,Sapindales,n,0,,
Brazil South,Chrysophyllum flexuosum,Chrysophyllum,Sapotaceae,Ericales,y,0,,
Brazil South,Chrysophyllum gonocarpum,Chrysophyllum,Sapotaceae,Ericales,y,0,,
Brazil West-Central,Chrysophyllum gonocarpum,Chrysophyllum,Sapotaceae,Ericales,y,0,,
Brazil South,Chrysophyllum inornatum,Chrysophyllum,Sapotaceae,Ericales,y,0,,
Brazil South,Chrysophyllum marginatum,Chrysophyllum,Sapotaceae,Ericales,y,0,,
Brazil West-Central,Chrysophyllum marginatum,Chrysophyllum,Sapotaceae,Ericales,y,0,,
Mexico Southeast,Chrysophyllum mexicanum,Chrysophyllum,Sapotaceae,Ericales,y,0,,
Mexico Southeast,Chrysophyllum oliviforme,Chrysophyllum,Sapotaceae,Ericales,y,0,,
Brazil South,Chrysophyllum paranaense,Chrysophyllum,Sapotaceae,Ericales,y,0,,
Brazil West-Central,Chrysophyllum prieurii,Chrysophyllum,Sapotaceae,Ericales,y,0,,
Brazil West-Central,Chrysophyllum sanguinolentum,Chrysophyllum,Sapotaceae,Ericales,y,0,,
Brazil West-Central,Chrysophyllum sparsiflorum,Chrysophyllum,Sapotaceae,Ericales,y,0,,
Brazil South,Chrysophyllum viride,Chrysophyllum,Sapotaceae,Ericales,y,0,,
Brazil West-Central,Ecclinusa ramiflora,Ecclinusa,Sapotaceae,Ericales,y,0,,
Brazil South,Ecclinusa ramiflora,Ecclinusa,Sapotaceae,Ericales,y,0,,
Brazil West-Central,Elaeoluma glabrescens,Elaeoluma,Sapotaceae,Ericales,y,0,,
Mexico Southeast,Manilkara chicle,Manilkara,Sapotaceae,Ericales,y,0,,
Brazil West-Central,Manilkara elata,Manilkara,Sapotaceae,Ericales,y,0,,
Brazil West-Central,Manilkara excelsa,Manilkara,Sapotaceae,Ericales,y,0,,
Brazil West-Central,Manilkara inundata,Manilkara,Sapotaceae,Ericales,y,0,,
Brazil West-Central,Manilkara paraensis,Manilkara,Sapotaceae,Ericales,y,0,,
Brazil South,Manilkara salzmannii,Manilkara,Sapotaceae,Ericales,y,0,,
Brazil South,Manilkara subsericea,Manilkara,Sapotaceae,Ericales,y,0,,
Brazil West-Central,Manilkara triflora,Manilkara,Sapotaceae,Ericales,y,0,,
Brazil West-Central,Micropholis casiquiarensis,Micropholis,Sapotaceae,Ericales,y,0,,
Brazil South,Micropholis crassipedicellata,Micropholis,Sapotaceae,Ericales,y,0, , 
Brazil West-Central,Micropholis egensis,Micropholis,Sapotaceae,Ericales,y,0,,
Brazil West-Central,Micropholis gardneriana,Micropholis,Sapotaceae,Ericales,y,0,,
Brazil West-Central,Micropholis gnaphaloclados,Micropholis,Sapotaceae,Ericales,y,0,,
Brazil West-Central,Micropholis guyanensis,Micropholis,Sapotaceae,Ericales,y,0,3,3
Mexico Southeast,Micropholis melinoniana,Micropholis,Sapotaceae,Ericales,y,0,,
Brazil West-Central,Micropholis mensalis,Micropholis,Sapotaceae,Ericales,y,0,,
Brazil West-Central,Micropholis venulosa,Micropholis,Sapotaceae,Ericales,y,0,,
Mexico Southeast,Pouteria amygdalicarpa,Pouteria,Sapotaceae,Ericales,y,0,3,3
Mexico Southeast,Pouteria amygdalina,Pouteria,Sapotaceae,Ericales,y,0,,
Brazil West-Central,Pouteria anomala,Pouteria,Sapotaceae,Ericales,y,0,,
Brazil West-Central,Pouteria bangii,Pouteria,Sapotaceae,Ericales,y,0,,
Brazil South,Pouteria beaurepairei,Pouteria,Sapotaceae,Ericales,y,0,3,2
Mexico Southeast,Pouteria belizensis,Pouteria,Sapotaceae,Ericales,y,0,3,3
Brazil West-Central,Pouteria bilocularis,Pouteria,Sapotaceae,Ericales,y,0,,
Brazil South,Pouteria bullata,Pouteria,Sapotaceae,Ericales,y,0,,
Brazil West-Central,Pouteria cladantha,Pouteria,Sapotaceae,Ericales,y,0,,
Brazil West-Central,Pouteria cuspidata,Pouteria,Sapotaceae,Ericales,y,0,,
Mexico Southeast,Pouteria durlandii,Pouteria,Sapotaceae,Ericales,y,0,,
Brazil South,Pouteria durlandii,Pouteria,Sapotaceae,Ericales,y,0,,
Brazil West-Central,Pouteria elegans,Pouteria,Sapotaceae,Ericales,y,0,3,3
Brazil West-Central,Pouteria engleri,Pouteria,Sapotaceae,Ericales,y,0,,
Brazil West-Central,Pouteria filipes,Pouteria,Sapotaceae,Ericales,y,0,3,3
Brazil South,Pouteria gardneri,Pouteria,Sapotaceae,Ericales,y,0,,
Brazil West-Central,Pouteria gardneri,Pouteria,Sapotaceae,Ericales,y,0,,
Brazil West-Central,Pouteria minima,Pouteria,Sapotaceae,Ericales,y,0,,
Brazil West-Central,Pouteria pachyphylla,Pouteria,Sapotaceae,Ericales,y,0,,
Brazil West-Central,Pouteria platyphylla,Pouteria,Sapotaceae,Ericales,y,0,,
Brazil West-Central,Pouteria reticulata,Pouteria,Sapotaceae,Ericales,y,0,,
Mexico Southeast,Pouteria reticulata,Pouteria,Sapotaceae,Ericales,y,0,,
Brazil West-Central,Pouteria rostrata,Pouteria,Sapotaceae,Ericales,y,0,,
Chile Central,Pouteria splendens,Pouteria,Sapotaceae,Ericales,y,0,3,3
Brazil West-Central,Pouteria stipulifera,Pouteria,Sapotaceae,Ericales,y,0,3.5,3
Brazil West-Central,Pouteria trilocularis,Pouteria,Sapotaceae,Ericales,y,0,,
Brazil South,Pradosia lactescens,Pradosia,Sapotaceae,Ericales,y,0,3,2
Brazil West-Central,Sarcaulus brasiliensis,Sarcaulus,Sapotaceae,Ericales,n,0,,
Brazil West-Central,Sarcaulus inflexus,Sarcaulus,Sapotaceae,Ericales,n,0,,
Mexico Southeast,Sideroxylon americanum,Sideroxylon,Sapotaceae,Ericales,y,0,,
Mexico Southeast,Sideroxylon capiri,Sideroxylon,Sapotaceae,Ericales,y,0,,
Mexico Southeast,Sideroxylon celastrinum,Sideroxylon,Sapotaceae,Ericales,y,0,,
Mexico Southeast,Sideroxylon durifolium,Sideroxylon,Sapotaceae,Ericales,y,0,,
Mexico Southeast,Sideroxylon floribundum,Sideroxylon,Sapotaceae,Ericales,y,0,,
Mexico Southeast,Sideroxylon foetidissimum,Sideroxylon,Sapotaceae,Ericales,y,0,,
Brazil South,Sideroxylon obtusifolium,Sideroxylon,Sapotaceae,Ericales,y,0,,
Mexico Southeast,Sideroxylon obtusifolium,Sideroxylon,Sapotaceae,Ericales,y,0,,
Brazil West-Central,Sideroxylon obtusifolium,Sideroxylon,Sapotaceae,Ericales,y,0,,
Mexico Southeast,Sideroxylon palmeri,Sideroxylon,Sapotaceae,Ericales,y,0,,
Mexico Southeast,Sideroxylon persimile,Sideroxylon,Sapotaceae,Ericales,y,0,,
Mexico Southeast,Sideroxylon portoricense,Sideroxylon,Sapotaceae,Ericales,y,0,,
Mexico Southeast,Sideroxylon salicifolium,Sideroxylon,Sapotaceae,Ericales,y,0,,
Mexico Southeast,Sideroxylon stenospermum,Sideroxylon,Sapotaceae,Ericales,y,0,,
Mexico Southeast,Sideroxylon stevensonii,Sideroxylon,Sapotaceae,Ericales,y,0,,
Mexico Southeast,Sideroxylon tepicense,Sideroxylon,Sapotaceae,Ericales,y,0,,
Brazil South,Schoepfia brasiliensis,Schoepfia,Schoepfiaceae,Santalales,y,0,,
Brazil West-Central,Schoepfia brasiliensis,Schoepfia,Schoepfiaceae,Santalales,y,0,,
Brazil West-Central,Schoepfia lucida,Schoepfia,Schoepfiaceae,Santalales,y,0,,
Mexico Southeast,Schoepfia schreberi,Schoepfia,Schoepfiaceae,Santalales,y,0,,
Mexico Southeast,Schoepfia vacciniiflora,Schoepfia,Schoepfiaceae,Santalales,y,0,,
Mexico Southeast,Buddleja americana,Buddleja,Scrophulariaceae,Lamiales,n,0,,
Mexico Southeast,Buddleja cordata,Buddleja,Scrophulariaceae,Lamiales,n,0,,
Mexico Southeast,Buddleja crotonoides,Buddleja,Scrophulariaceae,Lamiales,n,0,,
Chile Central,Buddleja globosa,Buddleja,Scrophulariaceae,Lamiales,n,0,,
Mexico Southeast,Buddleja megalocephala,Buddleja,Scrophulariaceae,Lamiales,n,0,,
Mexico Southeast,Buddleja nitida,Buddleja,Scrophulariaceae,Lamiales,n,0,,
Mexico Southeast,Buddleja parviflora,Buddleja,Scrophulariaceae,Lamiales,n,0,,
Mexico Southeast,Buddleja skutchii,Buddleja,Scrophulariaceae,Lamiales,n,0,,
Brazil West-Central,Buddleja stachyoides,Buddleja,Scrophulariaceae,Lamiales,n,0,,
Brazil South,Buddleja stachyoides,Buddleja,Scrophulariaceae,Lamiales,n,0,,
Brazil West-Central,Castela tweediei,Castela,Simaroubaceae,Sapindales,y,0,,
Brazil South,Castela tweediei,Castela,Simaroubaceae,Sapindales,y,0,,
Brazil South,Picrasma crenata,Picrasma,Simaroubaceae,Sapindales,y,0,,
Mexico Southeast,Quassia amara,Quassia,Simaroubaceae,Sapindales,y,0,,
Brazil West-Central,Simaba guianensis,Simaba,Simaroubaceae,Sapindales,y,0,,
Brazil West-Central,Simaba polyphylla,Simaba,Simaroubaceae,Sapindales,y,0,,
Mexico Southeast,Simarouba amara,Simarouba,Simaroubaceae,Sapindales,y,0,,
Brazil West-Central,Simarouba amara,Simarouba,Simaroubaceae,Sapindales,y,0,,
Mexico Southeast,Simarouba glauca,Simarouba,Simaroubaceae,Sapindales,y,0,,
