,code,LEVEL3_NAM,species,genus,family,order
1049,2942,Brazil South,Bauhinia uruguayensis,Bauhinia,Fabaceae,Fabales
1063,2335,Brazil South,Bauhinia forficata,Bauhinia,Fabaceae,Fabales
1238,4140,Brazil South,Bowdichia virgilioides,Bowdichia,Fabaceae,Fabales
1474,3109,Brazil South,Calliandra foliolosa,Calliandra,Fabaceae,Fabales
1475,2758,Brazil South,Calliandra tweedii,Calliandra,Fabaceae,Fabales
1482,2757,Brazil South,Calliandra brevipes,Calliandra,Fabaceae,Fabales
1739,2763,Brazil South,Cassia ferruginea,Cassia,Fabaceae,Fabales
1743,3123,Brazil South,Cassia leptophylla,Cassia,Fabaceae,Fabales
1856,3371,Brazil South,Cenostigma macrophyllum,Cenostigma,Fabaceae,Fabales
1865,2468,Brazil South,Centrolobium microchaete,Centrolobium,Fabaceae,Fabales
1866,2764,Brazil South,Centrolobium tomentosum,Centrolobium,Fabaceae,Fabales
1868,2469,Brazil South,Centrolobium robustum,Centrolobium,Fabaceae,Fabales
1945,3328,Brazil South,Chamaecrista apoucouita,Chamaecrista,Fabaceae,Fabales
2395,2481,Brazil South,Copaifera trapezifolia,Copaifera,Fabaceae,Fabales
2403,2157,Brazil South,Copaifera langsdorffii,Copaifera,Fabaceae,Fabales
2877,3316,Brazil South,Cyclolobium brasiliense,Cyclolobium,Fabaceae,Fabales
2930,3440,Brazil South,Dahlstedtia lewisiana,Dahlstedtia,Fabaceae,Fabales
2931,2773,Brazil South,Dahlstedtia floribunda,Dahlstedtia,Fabaceae,Fabales
2934,2293,Brazil South,Dahlstedtia pentaphylla,Dahlstedtia,Fabaceae,Fabales
2935,3166,Brazil South,Dahlstedtia muehlbergiana,Dahlstedtia,Fabaceae,Fabales
2945,2491,Brazil South,Dalbergia brasiliensis,Dalbergia,Fabaceae,Fabales
2959,2719,Brazil South,Dalbergia ernest,Dalbergia,Fabaceae,Fabales
2967,2492,Brazil South,Dalbergia foliolosa,Dalbergia,Fabaceae,Fabales
2969,4118,Brazil South,Dalbergia miscolobium,Dalbergia,Fabaceae,Fabales
2973,3247,Brazil South,Dalbergia nigra,Dalbergia,Fabaceae,Fabales
3499,2351,Brazil South,Enterolobium contortisiliquum,Enterolobium,Fabaceae,Fabales
3562,2352,Brazil South,Erythrina crista,Erythrina,Fabaceae,Fabales
3566,2496,Brazil South,Erythrina speciosa,Erythrina,Fabaceae,Fabales
3568,2665,Brazil South,Erythrina falcata,Erythrina,Fabaceae,Fabales
4289,3338,Brazil South,Exostyles godoyensis,Exostyles,Fabaceae,Fabales
4713,3169,Brazil South,Gleditsia amorphoides,Gleditsia,Fabaceae,Fabales
4897,3274,Brazil South,Guibourtia hymenaefolia,Guibourtia,Fabaceae,Fabales
5199,2789,Brazil South,Holocalyx balansae,Holocalyx,Fabaceae,Fabales
5265,2528,Brazil South,Hymenaea courbaril,Hymenaea,Fabaceae,Fabales
5373,2531,Brazil South,Inga edwallii,Inga,Fabaceae,Fabales
5393,3224,Brazil South,Inga laurina,Inga,Fabaceae,Fabales
5395,2988,Brazil South,Inga virescens,Inga,Fabaceae,Fabales
5405,2532,Brazil South,Inga sessilis,Inga,Fabaceae,Fabales
5421,2224,Brazil South,Inga subnuda,Inga,Fabaceae,Fabales
5453,3030,Brazil South,Inga vulpina,Inga,Fabaceae,Fabales
5455,2306,Brazil South,Inga ynga,Inga,Fabaceae,Fabales
5459,2911,Brazil South,Inga lentiscifolia,Inga,Fabaceae,Fabales
5471,2673,Brazil South,Inga sellowiana,Inga,Fabaceae,Fabales
5475,2533,Brazil South,Inga striata,Inga,Fabaceae,Fabales
5507,2305,Brazil South,Inga marginata,Inga,Fabaceae,Fabales
5523,2170,Brazil South,Inga vera,Inga,Fabaceae,Fabales
5529,2867,Brazil South,Inga barbata,Inga,Fabaceae,Fabales
5854,4133,Brazil South,Leptolobium dasycarpum,Leptolobium,Fabaceae,Fabales
5856,3437,Brazil South,Leptolobium elegans,Leptolobium,Fabaceae,Fabales
5878,2990,Brazil South,Leucochloron incuriale,Leucochloron,Fabaceae,Fabales
6033,3158,Brazil South,Lonchocarpus nitidus,Lonchocarpus,Fabaceae,Fabales
6034,2541,Brazil South,Lonchocarpus cultratus,Lonchocarpus,Fabaceae,Fabales
6117,2542,Brazil South,Luetzelburgia guaissara,Luetzelburgia,Fabaceae,Fabales
6175,2543,Brazil South,Machaerium hatschbachii,Machaerium,Fabaceae,Fabales
6176,2544,Brazil South,Machaerium nyctitans,Machaerium,Fabaceae,Fabales
6180,3099,Brazil South,Machaerium scleroxylon,Machaerium,Fabaceae,Fabales
6183,3098,Brazil South,Machaerium paraguariense,Machaerium,Fabaceae,Fabales
6193,2365,Brazil South,Machaerium stipitatum,Machaerium,Fabaceae,Fabales
6196,2678,Brazil South,Machaerium hirtum,Machaerium,Fabaceae,Fabales
6198,2677,Brazil South,Machaerium brasiliense,Machaerium,Fabaceae,Fabales
6203,3226,Brazil South,Machaerium villosum,Machaerium,Fabaceae,Fabales
6204,3365,Brazil South,Machaerium acutifolium,Machaerium,Fabaceae,Fabales
6747,2993,Brazil South,Mimosa regnellii,Mimosa,Fabaceae,Fabales
6751,2932,Brazil South,Mimosa scabrella,Mimosa,Fabaceae,Fabales
6752,3017,Brazil South,Mimosa cubatanensis,Mimosa,Fabaceae,Fabales
6758,3075,Brazil South,Mimosa micropteris,Mimosa,Fabaceae,Fabales
6759,3100,Brazil South,Mimosa pilulifera,Mimosa,Fabaceae,Fabales
6762,3159,Brazil South,Mimosa flocculosa,Mimosa,Fabaceae,Fabales
6764,2234,Brazil South,Mimosa bimucronata,Mimosa,Fabaceae,Fabales
6765,3414,Brazil South,Mimosa sobralii,Mimosa,Fabaceae,Fabales
6768,3392,Brazil South,Mimosa taimbensis,Mimosa,Fabaceae,Fabales
6774,3115,Brazil South,Mimosa incana,Mimosa,Fabaceae,Fabales
6775,3395,Brazil South,Mimosa balduinii,Mimosa,Fabaceae,Fabales
6915,3423,Brazil South,Muellera grazielae,Muellera,Fabaceae,Fabales
6918,2957,Brazil South,Muellera gracilliflora,Muellera,Fabaceae,Fabales
6920,2564,Brazil South,Muellera campestris,Muellera,Fabaceae,Fabales
6922,3390,Brazil South,Muellera torrensis,Muellera,Fabaceae,Fabales
7115,2578,Brazil South,Myrocarpus frondosus,Myrocarpus,Fabaceae,Fabales
7119,3277,Brazil South,Myroxylon peruiferum,Myroxylon,Fabaceae,Fabales
7658,2257,Brazil South,Ormosia arborea,Ormosia,Fabaceae,Fabales
7664,2969,Brazil South,Ormosia fastigiata,Ormosia,Fabaceae,Fabales
7827,2179,Brazil South,Parapiptadenia rigida,Parapiptadenia,Fabaceae,Fabales
7828,2694,Brazil South,Parapiptadenia excelsa,Parapiptadenia,Fabaceae,Fabales
7869,6002,Brazil South,Parkinsonia aculeata,Parkinsonia,Fabaceae,Fabales
7914,2180,Brazil South,Peltophorum dubium,Peltophorum,Fabaceae,Fabales
8216,2602,Brazil South,Piptadenia paniculata,Piptadenia,Fabaceae,Fabales
8217,2601,Brazil South,Piptadenia gonoacantha,Piptadenia,Fabaceae,Fabales
8285,3318,Brazil South,Platycyamus regnellii,Platycyamus,Fabaceae,Fabales
8295,2603,Brazil South,Platymiscium floribundum,Platymiscium,Fabaceae,Fabales
8297,3235,Brazil South,Platypodium elegans,Platypodium,Fabaceae,Fabales
8366,3102,Brazil South,Poecilanthe parviflora,Poecilanthe,Fabaceae,Fabales
8617,6005,Brazil South,Prosopis affinis,Prosopis,Fabaceae,Fabales
8635,6006,Brazil South,Prosopis nigra,Prosopis,Fabaceae,Fabales
8788,2612,Brazil South,Pseudopiptadenia warmingii,Pseudopiptadenia,Fabaceae,Fabales
8989,3439,Brazil South,Pterocarpus rohrii,Pterocarpus,Fabaceae,Fabales
8999,2321,Brazil South,Pterocarpus violaceus,Pterocarpus,Fabaceae,Fabales
9013,3216,Brazil South,Pterogyne nitens,Pterogyne,Fabaceae,Fabales
9603,2622,Brazil South,Schizolobium parahyba,Schizolobium,Fabaceae,Fabales
9682,2822,Brazil South,Senegalia polyphylla,Senegalia,Fabaceae,Fabales
9688,3401,Brazil South,Senegalia bonariensis,Senegalia,Fabaceae,Fabales
9692,3106,Brazil South,Senegalia tenuifolia,Senegalia,Fabaceae,Fabales
9696,3146,Brazil South,Senna oblongifolia,Senna,Fabaceae,Fabales
9704,2429,Brazil South,Senna multijuga,Senna,Fabaceae,Fabales
9708,2384,Brazil South,Senna corymbosa,Senna,Fabaceae,Fabales
9718,2976,Brazil South,Senna araucarietorum,Senna,Fabaceae,Fabales
9724,2704,Brazil South,Senna alata,Senna,Fabaceae,Fabales
9726,2977,Brazil South,Senna organensis,Senna,Fabaceae,Fabales
9728,3363,Brazil South,Senna rugosa,Senna,Fabaceae,Fabales
9730,3160,Brazil South,Senna macranthera,Senna,Fabaceae,Fabales
9732,2625,Brazil South,Senna silvestris,Senna,Fabaceae,Fabales
9777,2322,Brazil South,Sesbania punicea,Sesbania,Fabaceae,Fabales
10154,4125,Brazil South,Stryphnodendron adstringens,Stryphnodendron,Fabaceae,Fabales
10159,3342,Brazil South,Stryphnodendron rotundifolium,Stryphnodendron,Fabaceae,Fabales
10208,2638,Brazil South,Swartzia simplex,Swartzia,Fabaceae,Fabales
10218,2637,Brazil South,Swartzia oblata,Swartzia,Fabaceae,Fabales
10219,2830,Brazil South,Swartzia submarginata,Swartzia,Fabaceae,Fabales
10230,3289,Brazil South,Sweetia fruticosa,Sweetia,Fabaceae,Fabales
10419,2642,Brazil South,Tachigali paratyensis,Tachigali,Fabaceae,Fabales
10420,2641,Brazil South,Tachigali denudata,Tachigali,Fabaceae,Fabales
10942,3412,Brazil South,Vachellia caven,Vachellia,Fabaceae,Fabales
10944,3148,Brazil South,Vachellia farnesiana,Vachellia,Fabaceae,Fabales
10978,2650,Brazil South,Vatairea heteroptera,Vatairea,Fabaceae,Fabales
11429,2281,Brazil South,Zollernia ilicifolia,Zollernia,Fabaceae,Fabales
11434,2189,Brazil South,Zygia latifolia,Zygia,Fabaceae,Fabales
11443,2437,Brazil South,Zygia selloi,Zygia,Fabaceae,Fabales
4781,2722,Brazil South,Griselinia ruscifolia,Griselinia,Griseliniaceae,Apiales
5236,2219,Brazil South,Humiriastrum dentatum,Humiriastrum,Humiriaceae,Malpighiales
10964,2649,Brazil South,Vantanea compacta,Vantanea,Humiriaceae,Malpighiales
5717,2537,Brazil South,Lacistema pubescens,Lacistema,Lacistemataceae,Malpighiales
5720,3225,Brazil South,Lacistema hasslerianum,Lacistema,Lacistemataceae,Malpighiales
128,2439,Brazil South,Aegiphila integrifolia,Aegiphila,Lamiaceae,Lamiales
129,2149,Brazil South,Aegiphila vitelliniflora,Aegiphila,Lamiaceae,Lamiales
133,3425,Brazil South,Aegiphila luschnathii,Aegiphila,Lamiaceae,Lamiales
135,3089,Brazil South,Aegiphila verticillata,Aegiphila,Lamiaceae,Lamiales
138,3136,Brazil South,Aegiphila brachiata,Aegiphila,Lamiaceae,Lamiales
139,2440,Brazil South,Aegiphila obducta,Aegiphila,Lamiaceae,Lamiales
141,3088,Brazil South,Aegiphila riedeliana,Aegiphila,Lamiaceae,Lamiales
142,3122,Brazil South,Aegiphila mediterranea,Aegiphila,Lamiaceae,Lamiales
144,3432,Brazil South,Aegiphila graveolens,Aegiphila,Lamiaceae,Lamiales
11063,2656,Brazil South,Vitex vauthieri,Vitex,Lamiaceae,Lamiales
11090,2188,Brazil South,Vitex megapotamica,Vitex,Lamiaceae,Lamiales
11093,3292,Brazil South,Vitex cymosa,Vitex,Lamiaceae,Lamiales
11096,2654,Brazil South,Vitex polygama,Vitex,Lamiaceae,Lamiales
11102,2655,Brazil South,Vitex sellowiana,Vitex,Lamiaceae,Lamiales
188,2941,Brazil South,Aiouea hatschbachii,Aiouea,Lauraceae,Laurales
190,2940,Brazil South,Aiouea amoena,Aiouea,Lauraceae,Laurales
194,2658,Brazil South,Aiouea montana,Aiouea,Lauraceae,Laurales
202,2983,Brazil South,Aiouea acarodomatifera,Aiouea,Lauraceae,Laurales
204,2880,Brazil South,Aiouea sellowiana,Aiouea,Lauraceae,Laurales
205,3149,Brazil South,Aiouea stenophylla,Aiouea,Lauraceae,Laurales
206,3343,Brazil South,Aiouea trinervis,Aiouea,Lauraceae,Laurales
207,2441,Brazil South,Aiouea pseudoglaziovii,Aiouea,Lauraceae,Laurales
208,2330,Brazil South,Aiouea saligna,Aiouea,Lauraceae,Laurales
472,2196,Brazil South,Aniba firmula,Aniba,Lauraceae,Laurales
1103,2884,Brazil South,Beilschmiedia emarginata,Beilschmiedia,Lauraceae,Laurales
2768,2487,Brazil South,Cryptocarya aschersoniana,Cryptocarya,Lauraceae,Laurales
2771,3351,Brazil South,Cryptocarya moschata,Cryptocarya,Lauraceae,Laurales
2774,2488,Brazil South,Cryptocarya mandioccana,Cryptocarya,Lauraceae,Laurales
3461,2160,Brazil South,Endlicheria paniculata,Endlicheria,Lauraceae,Laurales
5983,2540,Brazil South,Licaria armeniaca,Licaria,Lauraceae,Laurales
7237,3279,Brazil South,Nectandra hihua,Nectandra,Lauraceae,Laurales
7239,2580,Brazil South,Nectandra lanceolata,Nectandra,Lauraceae,Laurales
7240,3254,Brazil South,Nectandra reticulata,Nectandra,Lauraceae,Laurales
7242,2579,Brazil South,Nectandra grandiflora,Nectandra,Lauraceae,Laurales
7244,3278,Brazil South,Nectandra cissiflora,Nectandra,Lauraceae,Laurales
7249,2176,Brazil South,Nectandra angustifolia,Nectandra,Lauraceae,Laurales
7251,2581,Brazil South,Nectandra leucantha,Nectandra,Lauraceae,Laurales
7252,2898,Brazil South,Nectandra barbellata,Nectandra,Lauraceae,Laurales
7253,2687,Brazil South,Nectandra nitidula,Nectandra,Lauraceae,Laurales
7255,2178,Brazil South,Nectandra oppositifolia,Nectandra,Lauraceae,Laurales
7257,2251,Brazil South,Nectandra psammophila,Nectandra,Lauraceae,Laurales
7258,2422,Brazil South,Nectandra puberula,Nectandra,Lauraceae,Laurales
7262,2872,Brazil South,Nectandra paranaensis,Nectandra,Lauraceae,Laurales
7265,2372,Brazil South,Nectandra membranacea,Nectandra,Lauraceae,Laurales
7272,2371,Brazil South,Nectandra megapotamica,Nectandra,Lauraceae,Laurales
7273,2177,Brazil South,Nectandra cuspidata,Nectandra,Lauraceae,Laurales
7398,2591,Brazil South,Ocotea silvestris,Ocotea,Lauraceae,Laurales
7400,3238,Brazil South,Ocotea minarum,Ocotea,Lauraceae,Laurales
7404,2590,Brazil South,Ocotea puberula,Ocotea,Lauraceae,Laurales
7410,2254,Brazil South,Ocotea pulchella,Ocotea,Lauraceae,Laurales
7412,2252,Brazil South,Ocotea aciphylla,Ocotea,Lauraceae,Laurales
7414,2587,Brazil South,Ocotea indecora,Ocotea,Lauraceae,Laurales
7416,2592,Brazil South,Ocotea tristis,Ocotea,Lauraceae,Laurales
7418,2689,Brazil South,Ocotea bicolor,Ocotea,Lauraceae,Laurales
7420,2586,Brazil South,Ocotea glaziovii,Ocotea,Lauraceae,Laurales
7434,2424,Brazil South,Ocotea dispersa,Ocotea,Lauraceae,Laurales
7440,3280,Brazil South,Ocotea spectabilis,Ocotea,Lauraceae,Laurales
7450,2585,Brazil South,Ocotea diospyrifolia,Ocotea,Lauraceae,Laurales
7456,2425,Brazil South,Ocotea odorifera,Ocotea,Lauraceae,Laurales
7458,2690,Brazil South,Ocotea laxa,Ocotea,Lauraceae,Laurales
7460,2589,Brazil South,Ocotea nunesiana,Ocotea,Lauraceae,Laurales
7464,2588,Brazil South,Ocotea nectandrifolia,Ocotea,Lauraceae,Laurales
7470,3061,Brazil South,Ocotea marumbiensis,Ocotea,Lauraceae,Laurales
7474,2691,Brazil South,Ocotea porosa,Ocotea,Lauraceae,Laurales
7476,2809,Brazil South,Ocotea corymbosa,Ocotea,Lauraceae,Laurales
7484,2873,Brazil South,Ocotea mandioccana,Ocotea,Lauraceae,Laurales
7488,2874,Brazil South,Ocotea vaccinioides,Ocotea,Lauraceae,Laurales
7494,2810,Brazil South,Ocotea lancifolia,Ocotea,Lauraceae,Laurales
7498,2373,Brazil South,Ocotea teleiandra,Ocotea,Lauraceae,Laurales
7504,2584,Brazil South,Ocotea catharinensis,Ocotea,Lauraceae,Laurales
7506,2255,Brazil South,Ocotea pulchra,Ocotea,Lauraceae,Laurales
7514,3003,Brazil South,Ocotea paranaensis,Ocotea,Lauraceae,Laurales
7518,2253,Brazil South,Ocotea lobbii,Ocotea,Lauraceae,Laurales
7524,2899,Brazil South,Ocotea brachybotrya,Ocotea,Lauraceae,Laurales
7536,2730,Brazil South,Ocotea lanata,Ocotea,Lauraceae,Laurales
7542,2968,Brazil South,Ocotea velloziana,Ocotea,Lauraceae,Laurales
7546,2965,Brazil South,Ocotea acutifolia,Ocotea,Lauraceae,Laurales
7570,3144,Brazil South,Ocotea notata,Ocotea,Lauraceae,Laurales
7580,2966,Brazil South,Ocotea daphnifolia,Ocotea,Lauraceae,Laurales
7586,2967,Brazil South,Ocotea nutans,Ocotea,Lauraceae,Laurales
7965,2970,Brazil South,Persea fulva,Persea,Lauraceae,Laurales
7969,2856,Brazil South,Persea alba,Persea,Lauraceae,Laurales
7974,2920,Brazil South,Persea willdenovii,Persea,Lauraceae,Laurales
7975,2731,Brazil South,Persea venosa,Persea,Lauraceae,Laurales
7980,2971,Brazil South,Persea major,Persea,Lauraceae,Laurales
7982,3207,Brazil South,Persea punctata,Persea,Lauraceae,Laurales
9250,2619,Brazil South,Rhodostemonodaphne macrocalyx,Rhodostemonodaphne,Lauraceae,Laurales
1650,2464,Brazil South,Cariniana legalis,Cariniana,Lecythidaceae,Ericales
1651,2463,Brazil South,Cariniana estrellensis,Cariniana,Lecythidaceae,Ericales
10150,2636,Brazil South,Strychnos brasiliensis,Strychnos,Loganiaceae,Gentianales
5735,2989,Brazil South,Lafoensia pacari,Lafoensia,Lythraceae,Myrtales
5737,2791,Brazil South,Lafoensia vandelliana,Lafoensia,Lythraceae,Myrtales
6250,2173,Brazil South,Magnolia ovata,Magnolia,Magnoliaceae,Magnoliales
1354,2286,Brazil South,Bunchosia pallescens,Bunchosia,Malpighiaceae,Malpighiales
1357,2337,Brazil South,Bunchosia maritima,Bunchosia,Malpighiaceae,Malpighiales
1407,2202,Brazil South,Byrsonima niedenzuiana,Byrsonima,Malpighiaceae,Malpighiales
1409,4130,Brazil South,Byrsonima verbascifolia,Byrsonima,Malpighiaceae,Malpighiales
1412,4116,Brazil South,Byrsonima intermedia,Byrsonima,Malpighiaceae,Malpighiales
1414,4115,Brazil South,Byrsonima coccolobifolia,Byrsonima,Malpighiaceae,Malpighiales
1419,2943,Brazil South,Byrsonima myricifolia,Byrsonima,Malpighiaceae,Malpighiales
1424,2201,Brazil South,Byrsonima ligustrifolia,Byrsonima,Malpighiaceae,Malpighiales
5126,3350,Brazil South,Heteropterys byrsonimifolia,Heteropterys,Malpighiaceae,Malpighiales
26,3261,Brazil South,Abutilon grandifolium,Abutilon,Malvaceae,Malvales
989,3197,Brazil South,Bastardiopsis densiflora,Bastardiopsis,Malvaceae,Malvales
1815,3222,Brazil South,Ceiba speciosa,Ceiba,Malvaceae,Malvales
2052,3315,Brazil South,Christiana macrodon,Christiana,Malvaceae,Malvales
4877,3273,Brazil South,Guazuma ulmifolia,Guazuma,Malvaceae,Malvales
5071,3360,Brazil South,Helicteres brevispira,Helicteres,Malvaceae,Malvales
5090,3192,Brazil South,Heliocarpus popayanensis,Heliocarpus,Malvaceae,Malvales
6097,2870,Brazil South,Luehea conwentzii,Luehea,Malvaceae,Malvales
6102,3234,Brazil South,Luehea grandiflora,Luehea,Malvaceae,Malvales
6103,4122,Brazil South,Luehea paniculata,Luehea,Malvaceae,Malvales
6106,3183,Brazil South,Luehea candicans,Luehea,Malvaceae,Malvales
6108,2364,Brazil South,Luehea divaricata,Luehea,Malvaceae,Malvales
7744,2258,Brazil South,Pachira glabra,Pachira,Malvaceae,Malvales
8757,4124,Brazil South,Pseudobombax longiflorum,Pseudobombax,Malvaceae,Malvales
8760,4144,Brazil South,Pseudobombax marginatum,Pseudobombax,Malvaceae,Malvales
8761,2378,Brazil South,Pseudobombax grandiflorum,Pseudobombax,Malvaceae,Malvales
10047,2635,Brazil South,Spirotheca rivieri,Spirotheca,Malvaceae,Malvales
10438,2273,Brazil South,Talipariti pernambucense,Talipariti,Malvaceae,Malvales
1087,3009,Brazil South,Behuria insignis,Behuria,Melastomataceae,Myrtales
5107,3441,Brazil South,Henriettea glabra,Henriettea,Melastomataceae,Myrtales
5224,2527,Brazil South,Huberia semiserrata,Huberia,Melastomataceae,Myrtales
5784,2538,Brazil South,Leandra fragilis,Leandra,Melastomataceae,Myrtales
5786,2912,Brazil South,Leandra quinquedentata,Leandra,Melastomataceae,Myrtales
5787,2307,Brazil South,Leandra melastomoides,Leandra,Melastomataceae,Myrtales
5789,2868,Brazil South,Leandra acutiflora,Leandra,Melastomataceae,Myrtales
5790,2539,Brazil South,Leandra variabilis,Leandra,Melastomataceae,Myrtales
5791,2675,Brazil South,Leandra barbinervis,Leandra,Melastomataceae,Myrtales
5792,3032,Brazil South,Leandra purpureovillosa,Leandra,Melastomataceae,Myrtales
5793,3031,Brazil South,Leandra multiplinervis,Leandra,Melastomataceae,Myrtales
5794,2853,Brazil South,Leandra aurea,Leandra,Melastomataceae,Myrtales
5796,2847,Brazil South,Leandra reitzii,Leandra,Melastomataceae,Myrtales
5797,2676,Brazil South,Leandra fallax,Leandra,Melastomataceae,Myrtales
5798,2869,Brazil South,Leandra carassana,Leandra,Melastomataceae,Myrtales
5800,2793,Brazil South,Leandra regnellii,Leandra,Melastomataceae,Myrtales
5802,2792,Brazil South,Leandra amplexicaulis,Leandra,Melastomataceae,Myrtales
6526,2915,Brazil South,Meriania claussenii,Meriania,Melastomataceae,Myrtales
6560,2893,Brazil South,Miconia collatata,Miconia,Melastomataceae,Myrtales
6565,3193,Brazil South,Miconia chamissois,Miconia,Melastomataceae,Myrtales
6570,2894,Brazil South,Miconia paniculata,Miconia,Melastomataceae,Myrtales
6571,3346,Brazil South,Miconia prasina,Miconia,Melastomataceae,Myrtales
6573,2931,Brazil South,Miconia hyemalis,Miconia,Melastomataceae,Myrtales
6580,2895,Brazil South,Miconia willdenowii,Miconia,Melastomataceae,Myrtales
6581,2992,Brazil South,Miconia brasiliensis,Miconia,Melastomataceae,Myrtales
6586,2855,Brazil South,Miconia theizans,Miconia,Melastomataceae,Myrtales
6596,3331,Brazil South,Miconia staminea,Miconia,Melastomataceae,Myrtales
6614,2556,Brazil South,Miconia jucunda,Miconia,Melastomataceae,Myrtales
6619,3124,Brazil South,Miconia racemifera,Miconia,Melastomataceae,Myrtales
6631,2233,Brazil South,Miconia pusilliflora,Miconia,Melastomataceae,Myrtales
6632,2726,Brazil South,Miconia sellowiana,Miconia,Melastomataceae,Myrtales
6638,2232,Brazil South,Miconia cubatanensis,Miconia,Melastomataceae,Myrtales
6640,3445,Brazil South,Miconia calvescens,Miconia,Melastomataceae,Myrtales
6654,2308,Brazil South,Miconia cinerascens,Miconia,Melastomataceae,Myrtales
