,code,LEVEL3_NAM,species,genus,family,order
9967,2271,Brazil South,Solanum pseudo,Solanum,Solanaceae,Solanales
9968,2631,Brazil South,Solanum granuloso,Solanum,Solanaceae,Solanales
9970,2827,Brazil South,Solanum reitzii,Solanum,Solanaceae,Solanales
9972,3040,Brazil South,Solanum paranense,Solanum,Solanaceae,Solanales
9973,2860,Brazil South,Solanum lacerdae,Solanum,Solanaceae,Solanales
9974,3053,Brazil South,Solanum ramulosum,Solanum,Solanaceae,Solanales
9977,2878,Brazil South,Solanum rufescens,Solanum,Solanaceae,Solanales
9981,3298,Brazil South,Solanum lycocarpum,Solanum,Solanaceae,Solanales
10973,2862,Brazil South,Vassobia breviflora,Vassobia,Solanaceae,Solanales
10613,2643,Brazil South,Tetrastylidium grandifolium,Tetrastylidium,Strombosiaceae,Santalales
10177,3147,Brazil South,Styrax latifolius,Styrax,Styracaceae,Ericales
10182,2935,Brazil South,Styrax acuminatus,Styrax,Styracaceae,Ericales
10186,4126,Brazil South,Styrax ferrugineus,Styrax,Styracaceae,Ericales
10187,3063,Brazil South,Styrax martii,Styrax,Styracaceae,Ericales
10190,2272,Brazil South,Styrax glabratus,Styrax,Styracaceae,Ericales
10191,3007,Brazil South,Styrax leprosus,Styrax,Styracaceae,Ericales
10192,3306,Brazil South,Styrax camporum,Styrax,Styracaceae,Ericales
10262,2707,Brazil South,Symplocos pustulosa,Symplocos,Symplocaceae,Ericales
10266,3073,Brazil South,Symplocos incrassata,Symplocos,Symplocaceae,Ericales
10270,3135,Brazil South,Symplocos oblongifolia,Symplocos,Symplocaceae,Ericales
10274,2831,Brazil South,Symplocos tetrandra,Symplocos,Symplocaceae,Ericales
10276,2706,Brazil South,Symplocos kleinii,Symplocos,Symplocaceae,Ericales
10282,3064,Brazil South,Symplocos bidana,Symplocos,Symplocaceae,Ericales
10284,2738,Brazil South,Symplocos tenuifolia,Symplocos,Symplocaceae,Ericales
10290,3041,Brazil South,Symplocos uniflora,Symplocos,Symplocaceae,Ericales
10298,2640,Brazil South,Symplocos nitidiflora,Symplocos,Symplocaceae,Ericales
10300,2737,Brazil South,Symplocos glandulosomarginata,Symplocos,Symplocaceae,Ericales
10302,3076,Brazil South,Symplocos revoluta,Symplocos,Symplocaceae,Ericales
10304,3210,Brazil South,Symplocos pubescens,Symplocos,Symplocaceae,Ericales
10312,2324,Brazil South,Symplocos estrellensis,Symplocos,Symplocaceae,Ericales
10314,3108,Brazil South,Symplocos celastrinea,Symplocos,Symplocaceae,Ericales
10316,2639,Brazil South,Symplocos laxiflora,Symplocos,Symplocaceae,Ericales
10320,2980,Brazil South,Symplocos pentandra,Symplocos,Symplocaceae,Ericales
10324,2861,Brazil South,Symplocos corymboclados,Symplocos,Symplocaceae,Ericales
10326,3244,Brazil South,Symplocos nitens,Symplocos,Symplocaceae,Ericales
10330,3387,Brazil South,Symplocos trachycarpos,Symplocos,Symplocaceae,Ericales
5758,2226,Brazil South,Laplacea fruticosa,Laplacea,Theaceae,Ericales
3003,2986,Brazil South,Daphnopsis brasiliensis,Daphnopsis,Thymelaeaceae,Malvales
3006,2947,Brazil South,Daphnopsis sellowiana,Daphnopsis,Thymelaeaceae,Malvales
3008,2294,Brazil South,Daphnopsis racemosa,Daphnopsis,Thymelaeaceae,Malvales
3009,2926,Brazil South,Daphnopsis coriacea,Daphnopsis,Thymelaeaceae,Malvales
3015,2774,Brazil South,Daphnopsis fasciculata,Daphnopsis,Thymelaeaceae,Malvales
3016,3442,Brazil South,Daphnopsis pseudosalix,Daphnopsis,Thymelaeaceae,Malvales
8063,3305,Brazil South,Phyllostylon rhamnoides,Phyllostylon,Ulmaceae,Rosales
1189,2453,Brazil South,Boehmeria caudata,Boehmeria,Urticaceae,Rosales
1789,2465,Brazil South,Cecropia glaziovii,Cecropia,Urticaceae,Rosales
1794,2155,Brazil South,Cecropia pachystachya,Cecropia,Urticaceae,Rosales
2578,2206,Brazil South,Coussapoa microcarpa,Coussapoa,Urticaceae,Rosales
7107,3372,Brazil South,Myriocarpa stipitata,Myriocarpa,Urticaceae,Rosales
8433,2607,Brazil South,Pourouma guianensis,Pourouma,Urticaceae,Rosales
10911,3126,Brazil South,Urera caracasana,Urera,Urticaceae,Rosales
10913,2648,Brazil South,Urera baccifera,Urera,Urticaceae,Rosales
10917,3336,Brazil South,Urera aurantiaca,Urera,Urticaceae,Rosales
343,2744,Brazil South,Aloysia virgata,Aloysia,Verbenaceae,Lamiales
2119,3397,Brazil South,Citharexylum montevidense,Citharexylum,Verbenaceae,Lamiales
2126,3138,Brazil South,Citharexylum glaziovii,Citharexylum,Verbenaceae,Lamiales
2130,2864,Brazil South,Citharexylum solanaceum,Citharexylum,Verbenaceae,Lamiales
2132,2343,Brazil South,Citharexylum myrianthum,Citharexylum,Verbenaceae,Lamiales
3394,3093,Brazil South,Duranta vestita,Duranta,Verbenaceae,Lamiales
9199,3386,Brazil South,Recordia reitzii,Recordia,Verbenaceae,Lamiales
402,3426,Brazil South,Amphirrhox longifolia,Amphirrhox,Violaceae,Malpighiales
1498,3402,Brazil South,Callisthene inundata,Callisthene,Vochysiaceae,Myrtales
1500,2458,Brazil South,Callisthene kuhlmannii,Callisthene,Vochysiaceae,Myrtales
1503,3028,Brazil South,Callisthene castellanosii,Callisthene,Vochysiaceae,Myrtales
9057,3117,Brazil South,Qualea cordata,Qualea,Vochysiaceae,Myrtales
9058,3071,Brazil South,Qualea glaziovii,Qualea,Vochysiaceae,Myrtales
9059,2617,Brazil South,Qualea cryptantha,Qualea,Vochysiaceae,Myrtales
9060,4137,Brazil South,Qualea grandiflora,Qualea,Vochysiaceae,Myrtales
9068,3333,Brazil South,Qualea multiflora,Qualea,Vochysiaceae,Myrtales
9075,4136,Brazil South,Qualea densiflora,Qualea,Vochysiaceae,Myrtales
11125,2834,Brazil South,Vochysia magnifica,Vochysia,Vochysiaceae,Myrtales
11127,3196,Brazil South,Vochysia tucanorum,Vochysia,Vochysiaceae,Myrtales
11144,2433,Brazil South,Vochysia bifalcata,Vochysia,Vochysiaceae,Myrtales
3327,3029,Brazil South,Drimys angustifolia,Drimys,Winteraceae,Canellales
3330,2909,Brazil South,Drimys brasiliensis,Drimys,Winteraceae,Canellales
11226,2390,Brazil South,Ximenia americana,Ximenia,Ximeniaceae,Santalales
1663,1042,Brazil West-Central,Carpotroche longifolia,Carpotroche,Achariaceae,Malpighiales
5992,251,Brazil West-Central,Lindackeria latifolia,Lindackeria,Achariaceae,Malpighiales
5993,769,Brazil West-Central,Lindackeria paludosa,Lindackeria,Achariaceae,Malpighiales
63,4023,Brazil West-Central,Achatocarpus praecox,Achatocarpus,Achatocarpaceae,Caryophyllales
9444,2114,Brazil West-Central,Sambucus australis,Sambucus,Adoxaceae,Dipsacales
423,658,Brazil West-Central,Anacardium spruceanum,Anacardium,Anacardiaceae,Sapindales
424,3703,Brazil West-Central,Anacardium occidentale,Anacardium,Anacardiaceae,Sapindales
425,484,Brazil West-Central,Anacardium giganteum,Anacardium,Anacardiaceae,Sapindales
600,77,Brazil West-Central,Antrocaryon amazonicum,Antrocaryon,Anacardiaceae,Sapindales
820,1032,Brazil West-Central,Astronium graveolens,Astronium,Anacardiaceae,Sapindales
821,1846,Brazil West-Central,Astronium nelson,Astronium,Anacardiaceae,Sapindales
822,85,Brazil West-Central,Astronium lecointei,Astronium,Anacardiaceae,Sapindales
823,1845,Brazil West-Central,Astronium fraxinifolium,Astronium,Anacardiaceae,Sapindales
2916,3719,Brazil West-Central,Cyrtocarpa caatingae,Cyrtocarpa,Anacardiaceae,Sapindales
6009,1875,Brazil West-Central,Lithrea molleoides,Lithrea,Anacardiaceae,Sapindales
6011,3972,Brazil West-Central,Lithrea brasiliensis,Lithrea,Anacardiaceae,Sapindales
6940,2026,Brazil West-Central,Myracrodruon urundeuva,Myracrodruon,Anacardiaceae,Sapindales
9578,4155,Brazil West-Central,Schinopsis balansae,Schinopsis,Anacardiaceae,Sapindales
9579,2147,Brazil West-Central,Schinopsis brasiliensis,Schinopsis,Anacardiaceae,Sapindales
9587,3956,Brazil West-Central,Schinus lentiscifolius,Schinus,Anacardiaceae,Sapindales
9592,2088,Brazil West-Central,Schinus terebinthifolius,Schinus,Anacardiaceae,Sapindales
9593,2087,Brazil West-Central,Schinus longifolius,Schinus,Anacardiaceae,Sapindales
10054,1320,Brazil West-Central,Spondias mombin,Spondias,Anacardiaceae,Sapindales
10462,1425,Brazil West-Central,Tapirira obtusa,Tapirira,Anacardiaceae,Sapindales
10463,435,Brazil West-Central,Tapirira guianensis,Tapirira,Anacardiaceae,Sapindales
10653,443,Brazil West-Central,Thyrsodium rondonianum,Thyrsodium,Anacardiaceae,Sapindales
10654,1384,Brazil West-Central,Thyrsodium spruceanum,Thyrsodium,Anacardiaceae,Sapindales
480,1505,Brazil West-Central,Anisophyllea manausensis,Anisophyllea,Anisophylleaceae,Cucurbitales
437,1026,Brazil West-Central,Anaxagorea brevipes,Anaxagorea,Annonaceae,Magnoliales
438,485,Brazil West-Central,Anaxagorea manausensis,Anaxagorea,Annonaceae,Magnoliales
439,70,Brazil West-Central,Anaxagorea dolichocarpa,Anaxagorea,Annonaceae,Magnoliales
440,71,Brazil West-Central,Anaxagorea phaeocarpa,Anaxagorea,Annonaceae,Magnoliales
487,964,Brazil West-Central,Annona coriacea,Annona,Annonaceae,Magnoliales
493,75,Brazil West-Central,Annona amazonica,Annona,Annonaceae,Magnoliales
495,1910,Brazil West-Central,Annona cacans,Annona,Annonaceae,Magnoliales
497,690,Brazil West-Central,Annona paludosa,Annona,Annonaceae,Magnoliales
499,76,Brazil West-Central,Annona exsucca,Annona,Annonaceae,Magnoliales
503,2014,Brazil West-Central,Annona sylvatica,Annona,Annonaceae,Magnoliales
511,3518,Brazil West-Central,Annona crassiflora,Annona,Annonaceae,Magnoliales
517,487,Brazil West-Central,Annona cuspidata,Annona,Annonaceae,Magnoliales
519,1973,Brazil West-Central,Annona neosalicifolia,Annona,Annonaceae,Magnoliales
531,1434,Brazil West-Central,Annona mucosa,Annona,Annonaceae,Magnoliales
533,1029,Brazil West-Central,Annona foetida,Annona,Annonaceae,Magnoliales
535,4032,Brazil West-Central,Annona spinescens,Annona,Annonaceae,Magnoliales
541,4070,Brazil West-Central,Annona herzogii,Annona,Annonaceae,Magnoliales
543,2107,Brazil West-Central,Annona amambayensis,Annona,Annonaceae,Magnoliales
545,1178,Brazil West-Central,Annona densicoma,Annona,Annonaceae,Magnoliales
547,1435,Brazil West-Central,Annona sericea,Annona,Annonaceae,Magnoliales
549,1177,Brazil West-Central,Annona ambotay,Annona,Annonaceae,Magnoliales
553,3852,Brazil West-Central,Annona aurantiaca,Annona,Annonaceae,Magnoliales
557,2065,Brazil West-Central,Annona dolabripetala,Annona,Annonaceae,Magnoliales
561,1942,Brazil West-Central,Annona emarginata,Annona,Annonaceae,Magnoliales
563,3804,Brazil West-Central,Annona nutans,Annona,Annonaceae,Magnoliales
571,488,Brazil West-Central,Annona hypoglauca,Annona,Annonaceae,Magnoliales
575,1389,Brazil West-Central,Annona montana,Annona,Annonaceae,Magnoliales
577,1346,Brazil West-Central,Annona neoinsignis,Annona,Annonaceae,Magnoliales
1183,92,Brazil West-Central,Bocageopsis multiflora,Bocageopsis,Annonaceae,Magnoliales
1184,1723,Brazil West-Central,Bocageopsis mattogrossensis,Bocageopsis,Annonaceae,Magnoliales
1642,1779,Brazil West-Central,Cardiopetalum calophyllum,Cardiopetalum,Annonaceae,Magnoliales
2612,134,Brazil West-Central,Cremastosperma monospermum,Cremastosperma,Annonaceae,Magnoliales
2890,140,Brazil West-Central,Cymbopetalum brasiliense,Cymbopetalum,Annonaceae,Magnoliales
3116,1214,Brazil West-Central,Diclinanona matogrossensis,Diclinanona,Annonaceae,Magnoliales
3349,150,Brazil West-Central,Duguetia echinophora,Duguetia,Annonaceae,Magnoliales
3351,633,Brazil West-Central,Duguetia argentea,Duguetia,Annonaceae,Magnoliales
3353,698,Brazil West-Central,Duguetia megalocarpa,Duguetia,Annonaceae,Magnoliales
3355,1221,Brazil West-Central,Duguetia latifolia,Duguetia,Annonaceae,Magnoliales
3357,634,Brazil West-Central,Duguetia riparia,Duguetia,Annonaceae,Magnoliales
3359,635,Brazil West-Central,Duguetia trunciflora,Duguetia,Annonaceae,Magnoliales
3361,1450,Brazil West-Central,Duguetia spixiana,Duguetia,Annonaceae,Magnoliales
3363,1449,Brazil West-Central,Duguetia marcgraviana,Duguetia,Annonaceae,Magnoliales
3365,1861,Brazil West-Central,Duguetia lanceolata,Duguetia,Annonaceae,Magnoliales
3367,1219,Brazil West-Central,Duguetia hadrantha,Duguetia,Annonaceae,Magnoliales
3369,1218,Brazil West-Central,Duguetia flagellaris,Duguetia,Annonaceae,Magnoliales
3371,1223,Brazil West-Central,Duguetia surinamensis,Duguetia,Annonaceae,Magnoliales
3373,1222,Brazil West-Central,Duguetia stelechantha,Duguetia,Annonaceae,Magnoliales
3375,1217,Brazil West-Central,Duguetia calycina,Duguetia,Annonaceae,Magnoliales
3379,1660,Brazil West-Central,Duguetia cadaverica,Duguetia,Annonaceae,Magnoliales
3381,1220,Brazil West-Central,Duguetia inconspicua,Duguetia,Annonaceae,Magnoliales
3383,1520,Brazil West-Central,Duguetia aripuanae,Duguetia,Annonaceae,Magnoliales
3502,1073,Brazil West-Central,Ephedranthus parviflorus,Ephedranthus,Annonaceae,Magnoliales
4621,182,Brazil West-Central,Fusaea longifolia,Fusaea,Annonaceae,Magnoliales
4856,1090,Brazil West-Central,Guatteria blepharophylla,Guatteria,Annonaceae,Magnoliales
4857,1092,Brazil West-Central,Guatteria guianensis,Guatteria,Annonaceae,Magnoliales
4858,4074,Brazil West-Central,Guatteria tomentosa,Guatteria,Annonaceae,Magnoliales
4859,814,Brazil West-Central,Guatteria maypurensis,Guatteria,Annonaceae,Magnoliales
4860,733,Brazil West-Central,Guatteria inundata,Guatteria,Annonaceae,Magnoliales
4861,732,Brazil West-Central,Guatteria dura,Guatteria,Annonaceae,Magnoliales
4862,193,Brazil West-Central,Guatteria foliosa,Guatteria,Annonaceae,Magnoliales
4863,1093,Brazil West-Central,Guatteria scytophylla,Guatteria,Annonaceae,Magnoliales
4864,191,Brazil West-Central,Guatteria citriodora,Guatteria,Annonaceae,Magnoliales
4865,4073,Brazil West-Central,Guatteria ferruginea,Guatteria,Annonaceae,Magnoliales
4866,194,Brazil West-Central,Guatteria megalophylla,Guatteria,Annonaceae,Magnoliales
4867,1091,Brazil West-Central,Guatteria gamosepala,Guatteria,Annonaceae,Magnoliales
4868,1830,Brazil West-Central,Guatteria sellowiana,Guatteria,Annonaceae,Magnoliales
4869,192,Brazil West-Central,Guatteria discolor,Guatteria,Annonaceae,Magnoliales
4870,1238,Brazil West-Central,Guatteria punctata,Guatteria,Annonaceae,Magnoliales
4871,759,Brazil West-Central,Guatteria schomburgkiana,Guatteria,Annonaceae,Magnoliales
4872,815,Brazil West-Central,Guatteria rigida,Guatteria,Annonaceae,Magnoliales
4875,2100,Brazil West-Central,Guatteria australis,Guatteria,Annonaceae,Magnoliales
7620,1131,Brazil West-Central,Onychopetalum amazonicum,Onychopetalum,Annonaceae,Magnoliales
7621,1477,Brazil West-Central,Onychopetalum periquino,Onychopetalum,Annonaceae,Magnoliales
7729,555,Brazil West-Central,Oxandra riedeliana,Oxandra,Annonaceae,Magnoliales
7730,1286,Brazil West-Central,Oxandra major,Oxandra,Annonaceae,Magnoliales
7731,1791,Brazil West-Central,Oxandra sessiliflora,Oxandra,Annonaceae,Magnoliales
7732,3886,Brazil West-Central,Oxandra reticulata,Oxandra,Annonaceae,Magnoliales
7734,1287,Brazil West-Central,Oxandra xylopioides,Oxandra,Annonaceae,Magnoliales
8409,3756,Brazil West-Central,Porcelia macrocarpa,Porcelia,Annonaceae,Magnoliales
8802,372,Brazil West-Central,Pseudoxandra lucida,Pseudoxandra,Annonaceae,Magnoliales
8803,564,Brazil West-Central,Pseudoxandra polyphleba,Pseudoxandra,Annonaceae,Magnoliales
10905,457,Brazil West-Central,Unonopsis guatterioides,Unonopsis,Annonaceae,Magnoliales
10906,1334,Brazil West-Central,Unonopsis stipitata,Unonopsis,Annonaceae,Magnoliales
10908,598,Brazil West-Central,Unonopsis floribunda,Unonopsis,Annonaceae,Magnoliales
11241,473,Brazil West-Central,Xylopia benthamii,Xylopia,Annonaceae,Magnoliales
11243,801,Brazil West-Central,Xylopia aromatica,Xylopia,Annonaceae,Magnoliales
11249,1341,Brazil West-Central,Xylopia polyantha,Xylopia,Annonaceae,Magnoliales
11253,4057,Brazil West-Central,Xylopia chivantinensis,Xylopia,Annonaceae,Magnoliales
11255,1340,Brazil West-Central,Xylopia multiflora,Xylopia,Annonaceae,Magnoliales
11257,475,Brazil West-Central,Xylopia nitida,Xylopia,Annonaceae,Magnoliales
11259,472,Brazil West-Central,Xylopia amazonica,Xylopia,Annonaceae,Magnoliales
11261,1501,Brazil West-Central,Xylopia frutescens,Xylopia,Annonaceae,Magnoliales
11263,1170,Brazil West-Central,Xylopia emarginata,Xylopia,Annonaceae,Magnoliales
11265,476,Brazil West-Central,Xylopia sericea,Xylopia,Annonaceae,Magnoliales
11267,1339,Brazil West-Central,Xylopia cuspidata,Xylopia,Annonaceae,Magnoliales
11269,474,Brazil West-Central,Xylopia discreta,Xylopia,Annonaceae,Magnoliales
11271,1751,Brazil West-Central,Xylopia cayennensis,Xylopia,Annonaceae,Magnoliales
373,69,Brazil West-Central,Ambelania acida,Ambelania,Apocynaceae,Gentianales
374,1024,Brazil West-Central,Ambelania duckei,Ambelania,Apocynaceae,Gentianales
717,1031,Brazil West-Central,Aspidosperma rigidum,Aspidosperma,Apocynaceae,Gentianales
719,951,Brazil West-Central,Aspidosperma subincanum,Aspidosperma,Apocynaceae,Gentianales
731,3973,Brazil West-Central,Aspidosperma triternatum,Aspidosperma,Apocynaceae,Gentianales
733,840,Brazil West-Central,Aspidosperma multiflorum,Aspidosperma,Apocynaceae,Gentianales
735,1437,Brazil West-Central,Aspidosperma polyneuron,Aspidosperma,Apocynaceae,Gentianales
737,1695,Brazil West-Central,Aspidosperma araracanga,Aspidosperma,Apocynaceae,Gentianales
739,1844,Brazil West-Central,Aspidosperma australe,Aspidosperma,Apocynaceae,Gentianales
741,966,Brazil West-Central,Aspidosperma macrocarpon,Aspidosperma,Apocynaceae,Gentianales
743,1436,Brazil West-Central,Aspidosperma discolor,Aspidosperma,Apocynaceae,Gentianales
745,909,Brazil West-Central,Aspidosperma cylindrocarpon,Aspidosperma,Apocynaceae,Gentianales
747,1582,Brazil West-Central,Aspidosperma schultesii,Aspidosperma,Apocynaceae,Gentianales
749,2066,Brazil West-Central,Aspidosperma ramiflorum,Aspidosperma,Apocynaceae,Gentianales
753,804,Brazil West-Central,Aspidosperma spruceanum,Aspidosperma,Apocynaceae,Gentianales
755,3715,Brazil West-Central,Aspidosperma pyrifolium,Aspidosperma,Apocynaceae,Gentianales
757,3986,Brazil West-Central,Aspidosperma quebracho,Aspidosperma,Apocynaceae,Gentianales
759,3814,Brazil West-Central,Aspidosperma nobile,Aspidosperma,Apocynaceae,Gentianales
765,3519,Brazil West-Central,Aspidosperma tomentosum,Aspidosperma,Apocynaceae,Gentianales
767,81,Brazil West-Central,Aspidosperma carapanauba,Aspidosperma,Apocynaceae,Gentianales
771,841,Brazil West-Central,Aspidosperma ulei,Aspidosperma,Apocynaceae,Gentianales
777,82,Brazil West-Central,Aspidosperma excelsum,Aspidosperma,Apocynaceae,Gentianales
781,908,Brazil West-Central,Aspidosperma cuspa,Aspidosperma,Apocynaceae,Gentianales
785,3785,Brazil West-Central,Aspidosperma dispermum,Aspidosperma,Apocynaceae,Gentianales
787,3982,Brazil West-Central,Aspidosperma riedelii,Aspidosperma,Apocynaceae,Gentianales
793,1347,Brazil West-Central,Aspidosperma desmanthum,Aspidosperma,Apocynaceae,Gentianales
2565,1208,Brazil West-Central,Couma macrocarpa,Couma,Apocynaceae,Gentianales
2566,131,Brazil West-Central,Couma utilis,Couma,Apocynaceae,Gentianales
2567,1207,Brazil West-Central,Couma guianensis,Couma,Apocynaceae,Gentianales
4681,1768,Brazil West-Central,Geissospermum urceolatum,Geissospermum,Apocynaceae,Gentianales
4682,1232,Brazil West-Central,Geissospermum sericeum,Geissospermum,Apocynaceae,Gentianales
4973,3550,Brazil West-Central,Hancornia speciosa,Hancornia,Apocynaceae,Gentianales
5151,986,Brazil West-Central,Himatanthus obovatus,Himatanthus,Apocynaceae,Gentianales
5152,203,Brazil West-Central,Himatanthus articulatus,Himatanthus,Apocynaceae,Gentianales
5153,523,Brazil West-Central,Himatanthus semilunatus,Himatanthus,Apocynaceae,Gentianales
5154,985,Brazil West-Central,Himatanthus drasticus,Himatanthus,Apocynaceae,Gentianales
5155,1096,Brazil West-Central,Himatanthus tarapotensis,Himatanthus,Apocynaceae,Gentianales
5721,234,Brazil West-Central,Lacmellea arborescens,Lacmellea,Apocynaceae,Gentianales
6220,254,Brazil West-Central,Macoubea guianensis,Macoubea,Apocynaceae,Gentianales
6221,1468,Brazil West-Central,Macoubea sprucei,Macoubea,Apocynaceae,Gentianales
6278,545,Brazil West-Central,Malouetia tamaquarina,Malouetia,Apocynaceae,Gentianales
6279,1268,Brazil West-Central,Malouetia cestroides,Malouetia,Apocynaceae,Gentianales
9177,1643,Brazil West-Central,Rauvolfia praecox,Rauvolfia,Apocynaceae,Gentianales
9181,2134,Brazil West-Central,Rauvolfia sellowii,Rauvolfia,Apocynaceae,Gentianales
9183,1559,Brazil West-Central,Rauvolfia macrantha,Rauvolfia,Apocynaceae,Gentianales
9187,790,Brazil West-Central,Rauvolfia paraensis,Rauvolfia,Apocynaceae,Gentianales
9189,791,Brazil West-Central,Rauvolfia sprucei,Rauvolfia,Apocynaceae,Gentianales
10356,1325,Brazil West-Central,Tabernaemontana cymosa,Tabernaemontana,Apocynaceae,Gentianales
10358,3477,Brazil West-Central,Tabernaemontana solanifolia,Tabernaemontana,Apocynaceae,Gentianales
10360,429,Brazil West-Central,Tabernaemontana macrocalyx,Tabernaemontana,Apocynaceae,Gentianales
10362,427,Brazil West-Central,Tabernaemontana cuspidata,Tabernaemontana,Apocynaceae,Gentianales
10366,2009,Brazil West-Central,Tabernaemontana catharinensis,Tabernaemontana,Apocynaceae,Gentianales
10368,1326,Brazil West-Central,Tabernaemontana muricata,Tabernaemontana,Apocynaceae,Gentianales
10372,1162,Brazil West-Central,Tabernaemontana linkii,Tabernaemontana,Apocynaceae,Gentianales
10374,3513,Brazil West-Central,Tabernaemontana laeta,Tabernaemontana,Apocynaceae,Gentianales
10378,1383,Brazil West-Central,Tabernaemontana sananho,Tabernaemontana,Apocynaceae,Gentianales
10380,2010,Brazil West-Central,Tabernaemontana hystrix,Tabernaemontana,Apocynaceae,Gentianales
10384,425,Brazil West-Central,Tabernaemontana angulata,Tabernaemontana,Apocynaceae,Gentianales
10390,590,Brazil West-Central,Tabernaemontana siphilitica,Tabernaemontana,Apocynaceae,Gentianales
10392,4005,Brazil West-Central,Tabernaemontana flavicans,Tabernaemontana,Apocynaceae,Gentianales
10396,426,Brazil West-Central,Tabernaemontana coriacea,Tabernaemontana,Apocynaceae,Gentianales
10398,1565,Brazil West-Central,Tabernaemontana undulata,Tabernaemontana,Apocynaceae,Gentianales
10408,428,Brazil West-Central,Tabernaemontana heterophylla,Tabernaemontana,Apocynaceae,Gentianales
628,1030,Brazil West-Central,Aptandra tubicina,Aptandra,Aptandraceae,Santalales
629,680,Brazil West-Central,Aptandra liriosmoides,Aptandra,Aptandraceae,Santalales
1771,1046,Brazil West-Central,Cathedra acuminata,Cathedra,Aptandraceae,Santalales
1971,1513,Brazil West-Central,Chaunochiton kappleri,Chaunochiton,Aptandraceae,Santalales
5302,2025,Brazil West-Central,Ilex paraguariensis,Ilex,Aquifoliaceae,Aquifoliales
5304,816,Brazil West-Central,Ilex vismiifolia,Ilex,Aquifoliaceae,Aquifoliales
5306,3636,Brazil West-Central,Ilex cerasifolia,Ilex,Aquifoliaceae,Aquifoliales
5308,2118,Brazil West-Central,Ilex brasiliensis,Ilex,Aquifoliaceae,Aquifoliales
5330,3464,Brazil West-Central,Ilex conocarpa,Ilex,Aquifoliaceae,Aquifoliales
5332,764,Brazil West-Central,Ilex divaricata,Ilex,Aquifoliaceae,Aquifoliales
5336,3490,Brazil West-Central,Ilex lundii,Ilex,Aquifoliaceae,Aquifoliales
5338,3622,Brazil West-Central,Ilex theezans,Ilex,Aquifoliaceae,Aquifoliales
5340,3788,Brazil West-Central,Ilex asperula,Ilex,Aquifoliaceae,Aquifoliales
5344,2077,Brazil West-Central,Ilex dumosa,Ilex,Aquifoliaceae,Aquifoliales
5348,718,Brazil West-Central,Ilex petiolaris,Ilex,Aquifoliaceae,Aquifoliales
5358,641,Brazil West-Central,Ilex inundata,Ilex,Aquifoliaceae,Aquifoliales
5360,1957,Brazil West-Central,Ilex affinis,Ilex,Aquifoliaceae,Aquifoliales
652,1911,Brazil West-Central,Aralia warmingiana,Aralia,Araliaceae,Apiales
3060,1687,Brazil West-Central,Dendropanax cuneatus,Dendropanax,Araliaceae,Apiales
3066,142,Brazil West-Central,Dendropanax palustris,Dendropanax,Araliaceae,Apiales
3067,141,Brazil West-Central,Dendropanax arboreus,Dendropanax,Araliaceae,Apiales
9528,1967,Brazil West-Central,Schefflera vinosa,Schefflera,Araliaceae,Apiales
9531,3826,Brazil West-Central,Schefflera burchellii,Schefflera,Araliaceae,Apiales
9534,4077,Brazil West-Central,Schefflera cephalantha,Schefflera,Araliaceae,Apiales
9537,3473,Brazil West-Central,Schefflera calva,Schefflera,Araliaceae,Apiales
9540,1379,Brazil West-Central,Schefflera decaphylla,Schefflera,Araliaceae,Apiales
9546,1004,Brazil West-Central,Schefflera distractiflora,Schefflera,Araliaceae,Apiales
9552,3585,Brazil West-Central,Schefflera macrocarpa,Schefflera,Araliaceae,Apiales
9558,3822,Brazil West-Central,Schefflera malmei,Schefflera,Araliaceae,Apiales
9564,794,Brazil West-Central,Schefflera spruceana,Schefflera,Araliaceae,Apiales
9567,1491,Brazil West-Central,Schefflera plurifolia,Schefflera,Araliaceae,Apiales
9573,390,Brazil West-Central,Schefflera morototoni,Schefflera,Araliaceae,Apiales
79,3810,Brazil West-Central,Acrocomia glaucescens,Acrocomia,Arecaceae,Arecales
81,1839,Brazil West-Central,Acrocomia aculeata,Acrocomia,Arecaceae,Arecales
806,489,Brazil West-Central,Astrocaryum murumuru,Astrocaryum,Arecaceae,Arecales
807,1180,Brazil West-Central,Astrocaryum huaimi,Astrocaryum,Arecaceae,Arecales
809,659,Brazil West-Central,Astrocaryum jauari,Astrocaryum,Arecaceae,Arecales
810,84,Brazil West-Central,Astrocaryum gynacanthum,Astrocaryum,Arecaceae,Arecales
812,3745,Brazil West-Central,Astrocaryum echinatum,Astrocaryum,Arecaceae,Arecales
813,83,Brazil West-Central,Astrocaryum aculeatum,Astrocaryum,Arecaceae,Arecales
814,1181,Brazil West-Central,Astrocaryum vulgare,Astrocaryum,Arecaceae,Arecales
850,1348,Brazil West-Central,Attalea phalerata,Attalea,Arecaceae,Arecales
851,86,Brazil West-Central,Attalea maripa,Attalea,Arecaceae,Arecales
852,1583,Brazil West-Central,Attalea huebneri,Attalea,Arecaceae,Arecales
853,1847,Brazil West-Central,Attalea apoda,Attalea,Arecaceae,Arecales
854,3628,Brazil West-Central,Attalea brasiliensis,Attalea,Arecaceae,Arecales
855,1438,Brazil West-Central,Attalea speciosa,Attalea,Arecaceae,Arecales
856,1033,Brazil West-Central,Attalea butyracea,Attalea,Arecaceae,Arecales
932,3760,Brazil West-Central,Bactris setosa,Bactris,Arecaceae,Arecales
